@relation '1t_1i-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,15-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute alejado numeric
@attribute app_foreground {com.whatsapp,org.pol.jmgo.qoesurveyor,com.internet.speed.meter.lite,com.netflix.mediaclient,com.sec.android.app.launcher,com.google.android.youtube,com.lge.launcher2,com.huawei.android.launcher,android,com.adobe.reader,com.android.vending,com.android.settings,com.android.vpndialogs,com.twitter.android,com.google.android.apps.docs,com.android.launcher3}
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute mos {1,2,3,4,5}

@data
97539,com.android.vending,100,32.766667,0,9de8b4b98c575ea5,125.333333,2,7,44,9,1,0,4,4,1,764.333333,24,4,32.766667,5
60440,com.android.settings,59.666667,38.766667,0.000021,5a92d851bc704d,292.666667,2,6,221.666667,8,1,0,4.5,3.352941,1,429.666667,22,4,56.333333,5
64828,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0.000021,a6fb86ca165ca918,74.5,1,7,70,17,1,0,4,4,1,624.333333,25,2,0.478333,3
60000,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0,65e49509039eb913,243.598923,1.771429,7,76.298299,10.630952,1,0,4,3.77352,1,803.201042,24,3.275362,36.223397,2
120128,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0.000006,247e4508ec4521f9,243.598923,1.771429,9,76.298299,10.630952,1,0,3.971736,3.77352,1,803.201042,26,3.275362,36.223397,5
84609,org.pol.jmgo.qoesurveyor,29.5,26.45,0.000004,6c3fa7f635a073f5,13,1,9,6.5,10,1,0,3,4,1,3623,27,3.275362,26.45,3
126297,org.pol.jmgo.qoesurveyor,84,24.133333,0.000012,7caeb732fb3ad6af,84.333333,1,5,72.333333,17,1,10,5,4,1,477.333333,23,3.275362,35.066667,4
6715712,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0.000004,344404a75543aaf0,243.598923,1.771429,6.413793,76.298299,10.630952,1,43,4,3.77352,1,803.201042,23.931034,3.275362,36.223397,4
60598,com.google.android.youtube,59,32.4,0.000002,0264ea70c8976793,243.598923,1.771429,9,76.298299,10.630952,1,0,3.971736,4,1,3182,27,3,32.4,3
60000,com.android.vpndialogs,83,30.233333,0,3c66f51dbc94d163,74.5,2,9,37.5,9,1,0,4,4,1,2103,26,4,39.166667,3
414589,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0,dcceb1b848daf324,243.598923,1.771429,4,76.298299,10.630952,1,0,2.5,3.77352,1,803.201042,23,3.275362,36.223397,3
73666,com.android.vending,59.257576,29.144444,0,6f2a6c95c065c7a3,103.333333,2,3,52.333333,8,1,0,5,4,1,750,24,4,37.333333,2
58935,com.google.android.youtube,49,26.95,0.000087,f25d48f8931ef23f,955,2,6,56.5,9,1,13,3.971736,4,1,405,24,2,37.5,2
97659,com.twitter.android,41,34.733333,0.000082,c43e0a23ab297d87,70.666667,2,8,34.666667,9,1,32,3.971736,3.77352,1,652.333333,26,3.275362,0.416667,1
63864,com.google.android.apps.docs,76,27.7,0.000176,bd016d8f3093b6a4,136,2,7,54,9,1,0,3.971736,4,1,840,23,3.275362,52,5
59516,com.android.settings,89,31.6,0,867287031950897,14.5,1,9,11,10,1,11,3.971736,4,1,2700,27,3,31.6,3
57983,com.android.launcher3,59.257576,29.144444,0.000001,a32d3af596578938,52.333333,1,8,70.333333,17,1,20,3.971736,4,1,1244,26,3,34.4,3
61586,org.pol.jmgo.qoesurveyor,26.333333,27.7,0.00002,81410329db99223d,75.333333,2,5,58.333333,17,1,6,3,4,1,440.333333,23,3.275362,39.433333,5
130806,org.pol.jmgo.qoesurveyor,53,8.2,0.000002,2f41118c2aee66ae,200,2,4,46.666667,9,1,0,4,3.4,1,280,23,3.275362,67.333333,4
124186,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0.000646,a208a7c4a26d8df7,91.5,2,8,32.5,9,1,0,3.971736,4,1,990,24,3.275362,36.9325,2
8926,org.pol.jmgo.qoesurveyor,59.257576,29.144444,0,d71847dfd6b46fcd,243.598923,1.771429,9,76.298299,10.630952,1,0,3.971736,3.77352,1,803.201042,27,3.275362,36.223397,3
