"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
458745,34.75,32.55,1.59261345644239e-07,84.6666666666667,2,8,42.6666666666667,8,1,1,5,2,4,2,1257.66666666667,25,4,0.320333333333333,"31c54b0060fa1a0c1f7ccff3615fb05e","1-64f86e51ff6321e11187340aa8fd7690","","68af49bcc059f325",1527538544458,1527538604458
479213,69,28.7,3.39274345427576e-08,111.571428571429,2,8,45.4285714285714,8,1,2,5,3,4,1,1275.33333333333,25,2,0.298666666666667,"31c54b0060fa1a0c1f7ccff3615fb06d","1-86851a182f037b2e58d1a756fbde7cec","","68af49bcc059f325",1527709964192,1527710024192
209984,61,33.9333333333333,1.98906924884585e-05,214,2,3,58,9,1,0,5,3,3.4,15,517,22,4,49.5,"31c54b0060fa1a0c1f7ccff3615fb1e6","1-9b2bba460c5d351fce172647aa092329","","8e16d706819d2e0c",1525189413675,1525189473675
209984,46,33.35,1.98906924884585e-05,250,1,3,59.75,9,1,1,5,3,3.4,15,188.666666666667,22,4,67.3333333333333,"31c54b0060fa1a0c1f7ccff3615fbaa0","1-2e8255eea7813f7cd167ecc1c789dde0","","8e16d706819d2e0c",1525189413675,1525189473675
75917,13,37.4,2.91884095265079e-05,29,1,3,11,10,1,16,4.5,4,3,14,226,22,4,52,"31c54b0060fa1a0c1f7ccff361603b9b","1-7aecf4302915fedae51d82b7960d9bee","com.google.android.youtube","8e16d706819d2e0c",1525708448959,1525708508959
348604,15,38.1,0,33,1,3,15,10,1,18,4.5,5,3,3,825,22,4,58,"31c54b0060fa1a0c1f7ccff361605565","1-381772753c39414cfcc2ac7c34063066","com.google.android.youtube","8e16d706819d2e0c",1525711010001,1525711070001
138822,76,31.6,2.95307078215363e-07,34.6666666666667,1,3,33.6666666666667,10,1,29,3,4,3,13,928.5,22,4,39,"31c54b0060fa1a0c1f7ccff36160b975","1-35f8a4d771c83796796498dcc15095c8","com.android.launcher","8e16d706819d2e0c",1525834368698,1525834428698
95545,78,33.9333333333333,3.96153397443376e-08,29,1,3,66,10,1,39,4,4,3,7,901,22,2,42.3333333333333,"31c54b0060fa1a0c1f7ccff36160f102","1-cbef5c64454c1a2aff0c540801174126","com.android.launcher","8e16d706819d2e0c",1525835005125,1525835065125
63418,85,33.85,1.72941117648039e-07,22.5,1,3,11.5,10,1,42,3.4,5,3,2,892.5,22,4,42.5,"31c54b0060fa1a0c1f7ccff361610046","1-355e9fab736e9c6baa2e0fb64c8737ff","com.android.launcher","8e16d706819d2e0c",1525836844149,1525836904149
47586,71,36.05,8.85791556807387e-05,27.5,1,3,18.5,10,1,43,3,5,3,4,517,22,3,49,"31c54b0060fa1a0c1f7ccff36161045c","1-112acfe989edba7fdfe7a68b6143de7d","com.google.android.youtube","8e16d706819d2e0c",1525841700551,1525841760551
12503,16,31.1,4.30576823719605e-07,69,2,3,19,9,1,53,4,3,3.4,1,484.333333333333,22,3.25,44,"31c54b0060fa1a0c1f7ccff3616158c3","1-6fb7336651be14349ae73bbbc4c983a8","","8e16d706819d2e0c",1525915180363,1525915240363
38342,19,31.55,0,22,1,3,13,10,1,57,5,3,3,9,427.5,22,3,37,"31c54b0060fa1a0c1f7ccff3616176f7","1-c8c59ed35d2c6958df6e3710cf5bc919","com.android.launcher","8e16d706819d2e0c",1526598363110,1526598423110
15837,17,32.45,5.95318078032033e-07,27.6666666666667,1,3,98.3333333333333,7.33333333333333,1,58,5,2,3.35862068965517,10,355.5,22,3.25,40.5,"31c54b0060fa1a0c1f7ccff361617775","1-ce93cc012580ce1ba2827d9e067163ce","com.android.launcher","8e16d706819d2e0c",1526598574366,1526598634366
47525,15,35,5.11231479475342e-07,92.3333333333333,1,3,91.6666666666667,17,1,60,5,1,3.32222222222222,8,352,22,3,49.5,"31c54b0060fa1a0c1f7ccff36161902b","1-342d93ed22e913c44ff9dec2809035ec","org.pol.jmgo.qoesurveyor","8e16d706819d2e0c",1526598634798,1526598694798
54513,99,39.2,4.00156050732488e-05,91.3333333333333,1,3,85.6666666666667,17,1,74,3.4,3,3.34666666666667,6,845.333333333333,22,2.66666666666667,56.6666666666667,"31c54b0060fa1a0c1f7ccff36161f188","1-a5524419a63679d0bf9438bc11939045","com.google.android.youtube","8e16d706819d2e0c",1526883785882,1526883845882
50500,98,39.3,4.62560290661822e-06,81.6666666666667,1,3,89,17,1,76,3.5,5,3.33333333333333,5,803.333333333333,22,3,55.3333333333333,"31c54b0060fa1a0c1f7ccff36162018a","1-2ed315fba9569cb4d1e181574dd8650e","org.pol.jmgo.qoesurveyor","8e16d706819d2e0c",1526884228093,1526884288093
60000,100,24.1333333333333,9.12152797453376e-07,271.666666666667,2,4,413,9,1,0,4,3,3.4,1,225.5,23,4,67.3333333333333,"31c54b0060fa1a0c1f7ccff361620d88","1-21d1ec90782771e9e8027b6df38769ce","org.pol.jmgo.qoesurveyor","7bf44203a040cdc1",1528253650352,1528253710352
63958,16,32,1.15374877085382e-06,368.666666666667,1,8,78.6666666666667,17,1,0,5,5,3.4,1,602,25,4,40.3486666666667,"31c54b0060fa1a0c1f7ccff3616251af","1-322033c4729a0c02116866d72b1e3991","com.internet.speed.meter.lite","acf1f4860469c6fd",1527542639110,1527542699110
68097,46,26.1,1.28321701304978e-05,2964.5,3,7,107.5,9,1,0,3,3,3.48571428571429,1,538,23,4,30.125,"31c54b0060fa1a0c1f7ccff3616256fe","1-858cb515f40d9192b4e0981808b438e5","","94693d24cc813c3f",1528324093321,1528324153321
60883,24,29.1666666666667,4.41455842402627e-06,281.333333333333,2,6,53.3333333333333,9,1,0,5,5,3.4,1,790.666666666667,23,4,53.6666666666667,"31c54b0060fa1a0c1f7ccff361626468","1-90017615bee7e450528f71d0d88b8d5e","","21499054c7994fc4",1528397241489,1528397301489
60462,57,29.1333333333333,0.00013023694138431,1948,2,5,398.5,9,1,0,5,5,4,3,404,25,4,34.3333333333333,"31c54b0060fa1a0c1f7ccff361627832","1-b835537e715b928abf5293d99bb7637d","org.pol.jmgo.qoesurveyor","7b3d12955096c795",1528838353338,1528838413338
63686,57,34.4,1.95340424326261e-05,89,2,5,17,9,1,7,4,3,4,4,416,25,4,31.4666666666667,"31c54b0060fa1a0c1f7ccff36162b5c7","1-3830db8ea98f89bf6eaaea8b3d53b05f","com.android.chrome","7b3d12955096c795",1528917169157,1528917229157
58958,84,31,2.16661108981517e-05,250,2,5,41.3333333333333,9,1,11,4,5,4,2,403.333333333333,25,4,30.5333333333333,"31c54b0060fa1a0c1f7ccff36162de54","1-034d752ca8cd50425155d378fd4f61d5","com.android.chrome","7b3d12955096c795",1528918181702,1528918241702
2761,100,27.275,2.8100331661139e-07,250,2,5,226.5,8,1,16,4,4,4,1,400.4,25,4,35.36,"31c54b0060fa1a0c1f7ccff361630c82","1-c490e11b986ae1f49921530516d9287f","com.whatsapp","7b3d12955096c795",1528918688137,1528918748137
12794,49,36.2,1.09523774603757e-06,73,2,6,45,8,1,0,3.6,5,4,1,1611,23,4,36.2,"31c54b0060fa1a0c1f7ccff361632d64","1-a7332790fd70dce51be23d8be6f04f84","","e2f3a59016564a22",1527632311986,1527632371986
93009,83,27.275,3.61867328877852e-05,386,2,6,122,20,1,0,5,5,3.4,3,242.5,23,4,45,"31c54b0060fa1a0c1f7ccff361636474","1-c473f75e399f941551fffe5da49b9a85","","da864a689e433b5e",1528217391952,1528217451952
80751,79,27.5,3.92222502958284e-05,191,2,6,144.5,20.5,1,10,3,5,3.4,1,180,23,4,50.6666666666667,"31c54b0060fa1a0c1f7ccff36163c38b","1-a85d91a3d6a675097ef6e999c3589a5a","com.netflix.mediaclient","da864a689e433b5e",1528218070778,1528218130778
62587,99.3333333333333,28.9333333333333,6.11989800169997e-09,232.5,1,3,226.5,17,1,0,3,1,3.35555555555556,1,230,22,4,44,"31c54b0060fa1a0c1f7ccff3616411e9","1-0b0733d8614e5bd1aa552b5746f05178","com.sec.android.app.launcher","751666ecdd98bfd3",1527692714059,1527692774059
172278,59,31.975,0,139.5,2,7,44.75,9,1,0,4.5,5,4,2,311.25,24,3,42.5,"31c54b0060fa1a0c1f7ccff361641898","1-af5eed82fb7f5c3a67fbc3b0c4aed81e","com.android.vpndialogs","c4a9b97bec0deec7",1528225724547,1528225784547
119711,56,32.4,7.9426676222063e-07,84.5,2,7,55,9,1,1,5,5,4,1,274.666666666667,24,2.66666666666667,48.3333333333333,"31c54b0060fa1a0c1f7ccff36164220a","1-30c15c82e6e127b35931f81ec43e1ff5","com.whatsapp","c4a9b97bec0deec7",1528227140073,1528227200073
126847,63.6,33.86,2.56075732071132e-08,439,1,8,348.25,17,1,0,4,4,3,5,768.6,24,4,33.8,"31c54b0060fa1a0c1f7ccff36164560e","1-d38b335c8900629755a2470508e33f3b","com.zerodesktop.appdetox.qualitytime","ffdd93d674719bbc",1527617646211,1527617706211
123882,63,33.6,8.47665872235463e-08,550.333333333333,1,8,83.6666666666667,17,1,1,4,3,3.26666666666667,1,729.5,24,4,33.5,"31c54b0060fa1a0c1f7ccff3616465aa","1-3f77e92654b5a7fde0091cf85d684140","org.pol.jmgo.qoesurveyor","ffdd93d674719bbc",1527617781071,1527617841071
59679,62,33.43,4.9814369760504e-07,113.9,1,8,110,17,1,2,4,3,3.4,4,785.4,24,4,33.33,"31c54b0060fa1a0c1f7ccff361646ba8","1-fbb9c52bf23ec604ff604827dd5573de","com.whatsapp","ffdd93d674719bbc",1527617862281,1527617922281
125120,60.5555555555556,33.1555555555556,1.72317128047866e-08,280.333333333333,1,8,413.666666666667,17,1,3,3.81818181818182,1,3.16,3,696.444444444444,24,4,33.0555555555556,"31c54b0060fa1a0c1f7ccff361647455","1-91889ea32068c79643178124ac7f0933","com.whatsapp","ffdd93d674719bbc",1527618142606,1527618202606
108141,95,33.6666666666667,0,144.333333333333,2,8,48.6666666666667,8,1,12,3,3,3.2,8,674.333333333333,24,4,33.5666666666667,"31c54b0060fa1a0c1f7ccff36164afe3","1-ec398522804e345fa05f1c20aaadfbcf","com.whatsapp","ffdd93d674719bbc",1527632657715,1527632717715
58167,90.3333333333333,35.3666666666667,9.85695571740471e-07,35,1,8,63,10,1,21,3,4,3.37333333333333,2,731.333333333333,24,4,35.2666666666667,"31c54b0060fa1a0c1f7ccff36164edaa","1-a9ccf21e8b3b62255be33a93ea957540","org.pol.jmgo.qoesurveyor","ffdd93d674719bbc",1527633267827,1527633327827
86051,97,26.8333333333333,7.77003049949168e-07,217,2,6,95.6666666666667,8,1,0,4.5,5,4,3,495.333333333333,24,2,44.6666666666667,"31c54b0060fa1a0c1f7ccff36165553a","1-f29ac3911577c436412dc809bf7bdef8","com.juvomobileinc.tigoshop.py","11d70c1436d1ce27",1527622497996,1527622557996
8226,41.6666666666667,34.35,3.75097748370861e-07,77,2,6,25,9,1,3,3.6,5,4,1,352,24,3,49.5,"31c54b0060fa1a0c1f7ccff361657c64","1-615db78b8373488352f3cd960b13fb1a","","11d70c1436d1ce27",1527623213633,1527623273633
60000,56.6666666666667,32.4,0,506.666666666667,1,6,107.5,17,1,4,3,5,3.26666666666667,2,460.666666666667,24,4,48,"31c54b0060fa1a0c1f7ccff361658a40","1-4696218d13387fa3285b05e83c81691a","","11d70c1436d1ce27",1527631345387,1527631405387
217179,83,26.8333333333333,0,118.666666666667,2.25,6,54,8,1,0,5,5,4,1,164.25,22,3,35,"31c54b0060fa1a0c1f7ccff36165905c","1-3c4c55e3d973f5397e758ce90cb35249","org.pol.jmgo.qoesurveyor","4261a8320ddd09d0",1528233401122,1528233461122
25892,64,32.55,3.04442925951234e-07,14,1,8,6,10,1,0,3.35714285714286,3,3.4,1,1561,26,4,32.7,"31c54b0060fa1a0c1f7ccff36165991d","1-45837dc4404f706b305d553654059cff","org.pol.jmgo.qoesurveyor","2e9b9b3b97476bf5",1527628142884,1527628202884
64037,41,38.3666666666667,3.87665538907685e-07,77,2,8,48.6666666666667,8,1,0,4,3,4,2,1054.33333333333,23,3,37.393,"31c54b0060fa1a0c1f7ccff36165aa5b","1-71f983404e9057cb49b201e7e4fc609b","org.pol.jmgo.qoesurveyor","1d966fc8f0e98430",1527619188989,1527619248989
58199,15,31.7,1.04236422726288e-05,83,2,8,50.6666666666667,8,1,5,5,5,4,1,849,23,2,38.441,"31c54b0060fa1a0c1f7ccff36165d0be","1-d4582d98829754c92ee383abfafd7116","com.google.android.youtube","1d966fc8f0e98430",1527619585371,1527619645371
87438,78,33.6,9.00855545740904e-05,84.3333333333333,2,8,53.3333333333333,8,1,6,4,5,4,3,810,23,3,40.8486666666667,"31c54b0060fa1a0c1f7ccff36165d536","1-8e5cd5daf1e45c11314b453f6aed5648","com.google.android.youtube","1d966fc8f0e98430",1527619749910,1527619809910
58422,41.6666666666667,34.3666666666667,0,89,2,8,54,8,1,16,5,5,4,4,874,23,3,40.7306666666667,"31c54b0060fa1a0c1f7ccff36166381a","1-f769cd20a493bdc7cb6df2b958bfe7b6","org.pol.jmgo.qoesurveyor","1d966fc8f0e98430",1527620438289,1527620498289
33514,46,32.2,1.08734187763537e-07,550.333333333333,3,2,56.5,9,1,0,4,5,4,1,274,22,4,32.2,"31c54b0060fa1a0c1f7ccff3616699b4","1-2b7de0d9b8d199f2b76854071510dbfa","org.pol.jmgo.qoesurveyor","9f174fc0bd3480a6",1527623012125,1527623072125
51945,69,32.2,1.37332831119481e-05,27,1,7,6,10,1,0,3,4,4,14,1095,24,2,32.1,"31c54b0060fa1a0c1f7ccff36166aacb","1-163c56c684ff417ccfaf308bedca3111","com.sec.android.app.sbrowser","d88a327ce250630",1525359354674,1525359414674
24423,67,34.35,5.43438942684289e-07,16.5,1,7,12,10,1,3,3,5,4,2,1296,24,2.5,34.25,"31c54b0060fa1a0c1f7ccff36166bb6d","1-cfb46efa4b52a72f4e0f400fe2f2246d","org.pol.jmgo.qoesurveyor","d88a327ce250630",1525359593783,1525359653783
53043,66,34.8,1.11494941750971e-06,14,1,7,6,10,1,4,3,5,4,13,1303,24,2.66666666666667,34.7,"31c54b0060fa1a0c1f7ccff36166c417","1-0630518d95b0159782e3e1998d300455","org.pol.jmgo.qoesurveyor","d88a327ce250630",1525359682788,1525359742788
108676,64,35.6,2.3054255762404e-06,23,1,7,155,10,1,5,3,5,4,12,1535,24,3,35.5,"31c54b0060fa1a0c1f7ccff36166c872","1-94fb71626c984965483284e54b776ba7","org.pol.jmgo.qoesurveyor","d88a327ce250630",1525359836495,1525359896495
747842,57,35.3,7.77725437909368e-06,199,1,7,7,10,1,8,3,4,4,5,1349,24,3,35.2,"31c54b0060fa1a0c1f7ccff36166d0be","1-cd4209c956e4a0246d83020e04d55aac","com.whatsapp","d88a327ce250630",1525360758976,1525360818976
53789,78,34.4,1.55740604323261e-06,128,2,7,37,9,1,15,4,5,4,9,974.333333333333,24,2.66666666666667,34.3,"31c54b0060fa1a0c1f7ccff361670a47","1-c32f0fc3460e81ecff9e9101efae7499","com.android.chrome","d88a327ce250630",1526662960019,1526663020019
116618,71,29.1,7.48180330327828e-06,111,1,7,12.5,9,1,17,5,5,4,4,1252.5,24,2,29,"31c54b0060fa1a0c1f7ccff361671b5c","1-cea893ad9fc17a59cd0d48fe205f60ec","com.sec.android.app.launcher","d88a327ce250630",1526666153860,1526666213860
48576,62.3333333333333,28.3666666666667,1.14776407059882e-05,204,2,7,91,9,1,28,5,5,3.4,15,1521.66666666667,24,3.66666666666667,28.2666666666667,"31c54b0060fa1a0c1f7ccff3616769d6","1-5899aab0538ceac45b93af162cebbc50","com.android.chrome","d88a327ce250630",1526668823959,1526668883959
50945,58.3333333333333,36.9,1.14315694738421e-06,71,2,7,43,9,1,36,4,5,4,10,1042.33333333333,24,2,36.8,"31c54b0060fa1a0c1f7ccff36167a32d","1-049aa82f2ad4ed9f1927ed51dad7dddb","com.sec.android.app.launcher","d88a327ce250630",1526671379557,1526671439557
319689,34.75,20.5333333333333,0,15,1,7,15,10,1,49,3,5,3.475,1,1312.66666666667,24,3,31.0833333333333,"31c54b0060fa1a0c1f7ccff361681d7b","1-09ccd88ee702850a200e459ae1b64dfe","","d88a327ce250630",1526672699275,1526672759275
50508,46,25.65,2.35460075665406e-06,36.3333333333333,1,7,30,9,1,51,5,1,3.36,7,1661.5,24,4,25.55,"31c54b0060fa1a0c1f7ccff3616838e1","1-408d7b4f207aebf88f4bcdb07fde548e","com.spotify.music","d88a327ce250630",1526745852088,1526745912088
72663,62,32.45,7.04855452409127e-06,52,2,7,63,9,1,52,4.72727272727273,5,4,8,1297,24,2,32.35,"31c54b0060fa1a0c1f7ccff3616843ce","1-021e0cd729fc469d01fcd5c57c426747","com.whatsapp","d88a327ce250630",1527361697733,1527361757733
255355,76,28.3666666666667,0,14.5,1,7,155,17,1,64,3,5,4,11,1512.66666666667,24,2,33.6666666666667,"31c54b0060fa1a0c1f7ccff361688c4d","1-8ad4d415c5eb9acc407c0ea6a7a2582c","","d88a327ce250630",1527692576907,1527692636907
68769,34.75,30,1.08629389510175e-05,148.666666666667,2,7,60.3333333333333,9,1,65,5,5,3.4,6,1206,24,4,29.9,"31c54b0060fa1a0c1f7ccff36168999f","1-e235c684560eb2a5f5449684e305337a","com.sec.android.app.launcher","d88a327ce250630",1528220293796,1528220353796
60000,100,32.2,0,17,1,7,12,10,1,66,3.35714285714286,5,3.4,3,1296,24,4,31.1333333333333,"31c54b0060fa1a0c1f7ccff36168a609","1-b17f64d067bb2fc7d58dc4e9fa71c81d","","d88a327ce250630",1528221498155,1528221558155
62114,32,29.5666666666667,2.24825852902452e-05,214,2,6,59.5,9,1,0,4,5,3.4,4,387,24,4,43.3333333333333,"31c54b0060fa1a0c1f7ccff36168a649","1-5ca396c43346bdf0291de4dc3c6c00a4","org.pol.jmgo.qoesurveyor","9c19bb5d04be923e",1527692319216,1527692379216
63303,24,30.2666666666667,1.04979850335828e-06,412.5,2,6,243,9,1,5,5,5,3.5,3,542.333333333333,24,4,38.6666666666667,"31c54b0060fa1a0c1f7ccff36168d82f","1-099361b5101603f18411dbd85368204d","com.whatsapp","9c19bb5d04be923e",1527696752612,1527696812612
145956,69,38.7666666666667,0,131.333333333333,2,6,54,9,1,6,4,5,4,2,1611,24,4,36.9666666666667,"31c54b0060fa1a0c1f7ccff36168df9d","1-2b316633950ddfa3ae38ef5b558fee84","","9c19bb5d04be923e",1527697463686,1527697523686
68944,100,28.0333333333333,1.72577283711938e-05,116.666666666667,2,6,64.3333333333333,8,1,7,4,5,3.4,6,430,24,4,46.6666666666667,"31c54b0060fa1a0c1f7ccff36168ea68","1-e641a3a5b3d73c3e5b02ee022b2a9409","com.google.android.apps.maps","9c19bb5d04be923e",1527762002756,1527762062756
59493,89,28.3666666666667,6.73199180013667e-05,483.333333333333,2,6,153.333333333333,8,1,16,4.5,4,3.48571428571429,1,378,24,4,41.3333333333333,"31c54b0060fa1a0c1f7ccff36169349a","1-e17f1a4bd1a7d2c8cddbe6f0873dc772","com.google.android.youtube","9c19bb5d04be923e",1527770909956,1527770969956
57347,84,27.0333333333333,0,32,1,6,6,10,1,27,3,1,2.5,7,427,24,4,34.3333333333333,"31c54b0060fa1a0c1f7ccff36169905b","1-0250a0f5afb3f1259cd1b314ad773737","com.android.chrome","9c19bb5d04be923e",1527772686228,1527772746228
264026,46,26.1,2.25596240062666e-08,232.5,1,7,41.3333333333333,9,1,0,4.5,4,4,2,272,22,4,33,"31c54b0060fa1a0c1f7ccff36169d091","1-0c37d7f757c6a42f522feeeb3f907bfb","","790c227141314780",1528294483627,1528294543627
58890,83,34.3,3.6751227479542e-06,222.5,2.25,7,52.25,8,1,5,5,4,4,4,173,22,4,31,"31c54b0060fa1a0c1f7ccff36169f68f","1-6c85704996fdd8cc4e37d7919cb5a589","","790c227141314780",1528294795544,1528294855544
60000,98,27.275,0,121.5,2,7,91.6666666666667,9,1,14,5,4,3.35294117647059,3,563.666666666667,22,4,29,"31c54b0060fa1a0c1f7ccff3616a514d","1-8926a506410eb40585f77196ae5c78fa","","790c227141314780",1528296967927,1528297027927
51722,98,24.6,0,22.5,2,7,12,8,1,22,4,5,4,1,2464,22,2,33.5666666666667,"31c54b0060fa1a0c1f7ccff3616a7b1d","1-7e30dd559b2247c4796569774c7fd71e","","790c227141314780",1528298213656,1528298273656
103493,98,27,7.25707904868252e-07,506.666666666667,1,6,209.666666666667,17,1,0,3,2,3,1,235,23,4,27.2915,"31c54b0060fa1a0c1f7ccff3616a8a8e","1-8adc0b42ee2d63ed682ffabc9a315a34","com.lge.launcher2","bbe3002f6e378eed",1528231072974,1528231132974
60409,54,31.6,1.50728527857869e-05,36.3333333333333,2,8,21,9,1,0,3.5,3,4,1,1149.33333333333,26,4,33.0073333333333,"31c54b0060fa1a0c1f7ccff3616af9a3","1-bcc0e8d90b1d25ae1d25bba6d0d986f4","com.huawei.android.launcher","e64bbee157aededc",1528282457070,1528282517070
57626,84,32.2,4.4073745437576e-06,136,2,7,59.5,9,1,0,5,5,3.48888888888889,1,648.333333333333,21,4,31,"31c54b0060fa1a0c1f7ccff3616b5146","1-5ae5fc262610317ccef2a4c66f8c3e88","","4192432e1cf42d52",1527617791493,1527617851493
64955,42,24.6,1.22561957300712e-06,83.6666666666667,2,7,91.6666666666667,8,1,0,3.5,5,4,3,563.666666666667,24,3,33,"31c54b0060fa1a0c1f7ccff3616b6113","1-93180fd2159b642447054f8d68bc7638","com.samsung.android.spay","6e85b338913ae764",1528254915949,1528254975949
88724,42,26.1,1.41917634706088e-07,131.333333333333,2,7,151.333333333333,8,1,3,4.83333333333333,5,4,2,970,24,3,32.5,"31c54b0060fa1a0c1f7ccff3616b7669","1-c85b2145624a667e307c72dc94e95b49","com.whatsapp","6e85b338913ae764",1528255414383,1528255474383
80142,92,20.5333333333333,3.24282595290079e-07,87,2,7,54.5,8,1,11,5,5,4,1,905.666666666667,24,2.66666666666667,26.3333333333333,"31c54b0060fa1a0c1f7ccff3616bb22c","1-6c52cdbf0fdfb713be3e70698a2305af","android","6e85b338913ae764",1528289457554,1528289517554
122038,6,28.3,1.19491448475859e-05,100.25,2,5,51,9,1,0,3.5,5,4,1,261.333333333333,23,4,43.4666666666667,"31c54b0060fa1a0c1f7ccff3616be594","1-a3bbeb562219d4ce0b86ce748bc98057","","d554e3b29fe24a3b",1528228116586,1528228176586
70470,6,28.5666666666667,3.27784696921718e-05,121,2,5,41.6666666666667,9,1,2,3.5,2,4,2,265.333333333333,23,4,49,"31c54b0060fa1a0c1f7ccff3616bf546","1-3a5e3fc8b55511aa67126d65537f5f3a","","d554e3b29fe24a3b",1528228335569,1528228395569
118030,19.6666666666667,33.1666666666667,5.34625889568507e-05,153.5,2,6,30.5,9,1,0,5,5,4,1,460.666666666667,24,3,57,"31c54b0060fa1a0c1f7ccff3616c33cb","1-9da6588950130aac6b211e62d00ddd0c","com.google.android.youtube","c35c6393398f7068",1527450453002,1527450513002
4610,29.5,32.4,0,61.3333333333333,1,8,150,17,1,0,3,1,3.4,1,1164,26,4,30.5,"31c54b0060fa1a0c1f7ccff3616c4448","1-6fed360be8c19b9cc6272794d89b79e7","","4c3dfa2cea50e9bb",1526508042308,1526508102308
47080,100,30.65,0.000176544481591973,17,1,8,11,10,1,13,3.16666666666667,1,3.35555555555556,4,1312.66666666667,26,4,27.2333333333333,"31c54b0060fa1a0c1f7ccff3616cac82","1-396e050c7655d0d08c03a45b3723ddbe","","4c3dfa2cea50e9bb",1526598373604,1526598433604
62986,21,20.7,5.18471358810687e-07,115,1,6,19,10,1,0,3,5,3.5,1,412.666666666667,24,4,33,"31c54b0060fa1a0c1f7ccff3616d5671","1-1622797fea9690e142d7bc385f590df1","","332d672c51091609",1528270496542,1528270556542
62664,56.6666666666667,29.1333333333333,3.00136597723371e-06,50.6666666666667,2,6,22,9,1,0,4,3,4,2,744,24,2,40,"31c54b0060fa1a0c1f7ccff3616d9f29","1-23f5f6bb4d1c8f831420a198f863c9d2","com.android.systemui","61d848e7503b5852",1527035203358,1527035263358
58596,55,31.1333333333333,1.22240442659289e-05,67,2,6,30,9,1,5,3.5,1,4,1,484.333333333333,24,2,39,"31c54b0060fa1a0c1f7ccff3616db757","1-0e8ed2b441c07478820b3abc44ff6f15","com.whatsapp","61d848e7503b5852",1527035835376,1527035895376
57039,54,31.6,2.08583723604607e-06,69,2,6,29.5,9,1,14,4,4,4,3,490.666666666667,24,2,39,"31c54b0060fa1a0c1f7ccff3616df246","1-7dbffa36b62e2101624c834b1d1cb10b","com.google.android.youtube","61d848e7503b5852",1527036463337,1527036523337
