@relation 'data_filled_r-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,13'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute mos {1,2,3,4,5}

@data
445151,87.666667,35.366667,113180.427507,117,1,8,129,18,8,28,4,3.4,2,848.333333,24,4,35.266667,com.google.android.youtube,ffdd93d674719bbc,1
114970,85,30.766667,1737.714233,75.25,2,8,45.75,8,2,1,4,4,2,987,23,2,38.094,org.telegram.plus,1d966fc8f0e98430,1
225344,83,30.633333,8749.921621,85,2,8,43.333333,8,4,3,4,4,2,793.666667,23,2,39.136333,com.facebook.katana,1d966fc8f0e98430,1
216934,83,31.6,3686520.376176,73,2,8,50,8,2,7,4,4,3,846.666667,23,2,41.072333,com.netflix.mediaclient,1d966fc8f0e98430,1
274688,83,30.233333,248952.72292,95,2,8,48.333333,8,3,8,4,4,3,809.333333,23,4,36.553,com.netflix.mediaclient,1d966fc8f0e98430,1
683146,82,30.633333,0,85.5,2,8,48,8,10,15,4,4,3,827.666667,23,2,39.903,com.netflix.mediaclient,1d966fc8f0e98430,1
828742,56,35.7,14622516.556291,27,1,7,8,10,2,9,3,4,5,1378,24,3,35.6,com.sec.android.app.launcher,d88a327ce250630,1
137359,59,37.475,2322.789281,68.5,2,7,39.75,9,3,38,4,4,10,1150.75,24,2,37.375,com.facebook.katana,d88a327ce250630,1
184244,59,37.5,64924.525239,64.666667,2,7,36.666667,9,4,39,4,4,10,1185.666667,24,2,37.4,com.facebook.katana,d88a327ce250630,1
228229,59,37.65,4140.528541,75,2,7,38,9,5,40,4,4,10,1219,24,2,37.55,com.facebook.katana,d88a327ce250630,1
456249,60,38.15,1570412.517781,56,2,7,36,9,10,45,5,4,10,1369,24,2,38.05,com.facebook.katana,d88a327ce250630,1
50508,46,25.65,47498.500422,447,2,7,161.666667,8,1,51,5,3.36,7,1661.5,24,4,25.55,com.spotify.music,d88a327ce250630,1
275326,33,30.725,13483.943173,312,2,6,70.666667,9,5,4,4,3.4,4,399.75,24,4,42,com.google.android.youtube,9c19bb5d04be923e,1
57347,84,27.033333,0,652.5,2.333333,6,171.25,9,1,27,3,2.5,7,427,24,4,34.333333,com.android.chrome,9c19bb5d04be923e,1
116242,84,26.9,0,27.5,1,6,6,10,2,28,3,2.5,7,421.666667,24,4,34.333333,com.android.chrome,9c19bb5d04be923e,1
169530,84,26.75,0,943.666667,2,6,348.25,8,3,29,3,2.5,7,411.5,24,4,36.5,com.android.chrome,9c19bb5d04be923e,1
222874,84,26.666667,0,34.666667,1,6,15.666667,10,4,30,3,2.5,7,400.333333,24,4,33,com.android.chrome,9c19bb5d04be923e,1
337159,84,26.433333,0,1582,2.333333,6,171.25,8,6,32,3,2.5,7,397,24,4,31.333333,com.android.chrome,9c19bb5d04be923e,1
392156,84,26.25,0,773,2.333333,6,171.25,8,7,33,3,2.5,7,417.75,24,4,31,com.android.chrome,9c19bb5d04be923e,1
448324,84,26,0,1582,2,6,171.25,8,8,34,3,2.5,7,422.333333,24,4,31.333333,com.android.chrome,9c19bb5d04be923e,1
503813,84,25.925,0,652.5,2,6,385,8,9,35,3,2.5,7,416.5,24,4,30.25,com.android.chrome,9c19bb5d04be923e,1
4610,89,35,0,75,2,8,41.666667,9,1,0,5,3.4,1,1164,26,3.666667,30.5,?,4c3dfa2cea50e9bb,1
47080,46,25.65,592833.876221,17,1,8,11,10,1,13,3,3.355556,4,1312.666667,26,4,27.233333,?,4c3dfa2cea50e9bb,1
95685,71,29.766667,132819277.108434,60.333333,1,8,11.333333,10,2,14,3,3.4,4,1265.666667,26,4,27.633333,?,4c3dfa2cea50e9bb,1
216768,62,30.133333,2583548.1603,16.333333,1,8,12.333333,10,19,31,3,4,4,1253,26,2,29.066667,?,4c3dfa2cea50e9bb,1
587581,55,30.8,9070866.141732,54.25,2,6,21.25,9,5,4,3,4,2,391.333333,24,2,40,com.whatsapp,61d848e7503b5852,1
58596,55,31.133333,20453201.970443,67,2,6,30,9,1,5,4,4,1,484.333333,24,2,39,com.whatsapp,61d848e7503b5852,1
80723,75.333333,27.7,3011764.705882,79.333333,1,7,74.333333,17,2,1,4,4,1,637.666667,25,2,0.478667,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,1
168073,75.333333,28.25,41190.330744,57.333333,1,7,72.666667,17,4,3,4,4,1,619.333333,25,2,0.473333,com.facebook.katana,a6fb86ca165ca918,1
326833,50,33.566667,0,46.5,1,7,74,17,10,9,4,4,1,623.666667,25,2.5,0.493667,com.facebook.katana,a6fb86ca165ca918,1
343654,49.666667,32.366667,0,46,1,7,72,17,11,10,4,4,1,642.333333,25,2.333333,0.487667,com.sonyericsson.home,a6fb86ca165ca918,1
401039,50,35.366667,2868965.517241,55.5,1,7,75,17,12,11,4,4,1,630,25,2.5,0.481,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,1
29130451,84,42.133333,1661538.461538,229.666667,1,7,209.333333,17,10,41,5,3.266667,6,799,23,3,62.666667,com.android.chrome,344404a75543aaf0,1
541714,59,33.8,341850.657405,10,1,9,311,10,11,10,3,4,1,3088,27,4,33.8,com.google.android.youtube,0264ea70c8976793,1
1014201,60,33.2,516962.843296,9,1,9,72,10,27,26,3,4,1,3041,27,3,33.2,net.oneplus.launcher,0264ea70c8976793,1
231291,75,26.8,123367.117746,114.5,2,3,66,8,3,2,5,4,1,701,24,4,40.25,com.netflix.mediaclient,6f2a6c95c065c7a3,1
338976,99.333333,25.066667,2522654.462243,109,2,3,63.666667,8,5,4,5,4,1,695.666667,24,4,44,org.pol.jmgo.qoesurveyor,6f2a6c95c065c7a3,1
398696,27.666667,26.933333,7239.26751,78.25,2,3,52.25,8,6,5,5,4,1,689.666667,24,4,44.333333,com.android.chrome,6f2a6c95c065c7a3,1
450898,30,26.7,14462.712336,75.666667,2,3,47,8,7,6,5,4,1,666.666667,24,4,45.333333,com.google.android.youtube,6f2a6c95c065c7a3,1
508187,27.666667,25.133333,1079284.387526,113.5,2,3,49.5,8,8,7,5,4,1,711.666667,24,4,46.333333,com.android.systemui,6f2a6c95c065c7a3,1
563957,82.333333,27.95,25852.057561,107,2,3,52,8,9,8,5,4,1,733,24,4,44,com.android.systemui,6f2a6c95c065c7a3,1
641281,28,26.7,204112.718964,74,2,3,53,8,11,10,5,4,1,740.5,24,4,44.5,com.google.android.youtube,6f2a6c95c065c7a3,1
227229,39,32,0,21.666667,1,6,13,10,5,4,1,4,4,287,24,2,52,com.sec.android.app.sbrowser,f25d48f8931ef23f,1
268993,39,32.166667,0,22,1,6,12,10,6,5,3,4,4,273.666667,24,2,50.333333,com.sec.android.app.sbrowser,f25d48f8931ef23f,1
359551,39,32.8,0,18.5,1,6,12.5,10,8,7,3,4,4,289.5,24,2,52,com.sec.android.app.sbrowser,f25d48f8931ef23f,1
409902,38,32.8,0,22.666667,1,6,35,10,9,8,3,4,4,310.5,24,2,51,com.sec.android.app.sbrowser,f25d48f8931ef23f,1
451332,38,32.8,0,22.666667,1,6,12.333333,10,10,9,3,4,4,310.5,24,2,49.5,com.sec.android.app.sbrowser,f25d48f8931ef23f,1
496593,38,32.8,0,19,1,6,22.666667,10,11,10,3,4,4,306.5,24,2,51.5,com.whatsapp,f25d48f8931ef23f,1
103871,49,27.15,61586592.178771,56.5,2,6,37.5,9,2,14,4,2.5,1,342.5,24,4,41,com.google.android.youtube,f25d48f8931ef23f,1
121797,52.666667,37.733333,171052.631579,68,2,8,24.333333,9,2,3,5,4,4,696.333333,26,3,0.439333,com.sonelli.juicessh,c43e0a23ab297d87,1
177130,52,37.75,26067.615238,79,2,8,31.75,9,3,4,5,4,4,744.25,26,3,0.442,com.instagram.android,c43e0a23ab297d87,1
187205,52,37.833333,10143.012806,79,2,8,31.75,9,4,5,5,4,4,756.333333,26,3,0.444667,com.instagram.android,c43e0a23ab297d87,1
247898,52,37.5,192153.722978,73,2,8,34,9,5,6,5,4,4,743.5,26,3,0.43325,com.instagram.android,c43e0a23ab297d87,1
300922,51,37.666667,211365.902293,68.666667,2,8,28,9,6,7,5,4,4,751,26,3,0.429333,com.android.settings,c43e0a23ab297d87,1
358453,50.666667,38.233333,21652.835748,60,2,8,25.5,9,7,8,5,4,4,667.666667,26,3,0.444333,com.android.chrome,c43e0a23ab297d87,1
427685,50,37.75,1909.483154,81,2,8,17,9,8,9,5,4,4,593,26,3,0.431,android,c43e0a23ab297d87,1
470288,50,36.866667,1921.042165,48,2,8,26.5,9,9,10,5,4,4,618.333333,26,3,0.397,com.whatsapp,c43e0a23ab297d87,1
529212,49.666667,37.166667,1024000,79,2,8,106,10,10,11,5,4,4,738.666667,26,2.5,0.435667,com.whatsapp,c43e0a23ab297d87,1
69730,50,38.966667,69849.161411,83.666667,2,8,35.333333,9,1,14,5,4,3,715.333333,26,3,0.483333,com.sonyericsson.home,c43e0a23ab297d87,1
194889,49.75,37.275,259190.031153,1851.75,2,8,25,9,2,15,4.875,4,3,737,26,3,0.40375,py.com.itau.tokpag,c43e0a23ab297d87,1
254744,49,37.133333,4494.570057,132.5,2,8,1295.5,9.5,3,16,3,4,3,713.666667,26,3,0.413667,py.com.itau.tokpag,c43e0a23ab297d87,1
175519,45,38.3,28235294.117647,652.5,2,8,131.5,9,6,25,5,4,7,728,26,3,0.456,com.twitter.android,c43e0a23ab297d87,1
231190,45,37.3,16984615.384615,773,2,8,224,9,7,26,3,4,7,698.666667,26,3,0.441333,com.twitter.android,c43e0a23ab297d87,1
286412,44.333333,36.633333,4137931.034483,853,2,8,649,9,8,27,4,4,7,707.666667,26,3,0.427667,com.twitter.android,c43e0a23ab297d87,1
453808,43,34.633333,967213.114754,95.5,2,8,55.25,9.25,11,30,3,4,7,647,26,3,0.367333,org.mozilla.firefox,c43e0a23ab297d87,1
97659,41,34.733333,1838774.150566,70.666667,2,8,34.666667,9,1,32,5,4,1,652.333333,26,3,0.416667,com.twitter.android,c43e0a23ab297d87,1
113407,41,34.333333,3859.592883,70.666667,2,8,34.666667,9,2,33,5,3,1,654.333333,26,3.666667,0.407,com.twitter.android,c43e0a23ab297d87,1
170230,40,34.233333,2276.236187,85.5,2,8,29.5,9,3,34,5,2.5,1,594.333333,26,3.5,0.406333,org.pol.jmgo.qoesurveyor,c43e0a23ab297d87,1
616560,35,32.4,0,118.666667,2,8,51.333333,9,10,41,5,4,1,571.333333,26,3,0.357333,com.google.android.youtube,c43e0a23ab297d87,1
39006,69,28.7,0,75,2,9,41,9,2,1,5,3.4,3,3073,27,3.5,28.7,com.google.android.youtube,867287031950897,1
61081,79,31.075,0,16.333333,1,9,16,10,3,4,2.5,4,2,2904,27,3,42.133333,?,867287031950897,1
11886,89,31.6,9174.946403,89,2,9,44,17,7,6,3,3.355556,1,2700,27,4,32.75,?,d71847dfd6b46fcd,1
368362,53,36.2,10445.437654,136.333333,2,6,78.333333,8,6,5,4,4,1,1201.333333,24,2.333333,43.133333,?,63958117e9438e16,2
188868,53,37.733333,37306.378635,105.4,2,8,47.2,8,1,0,5,4,3,1283,25,4,0.3225,?,68af49bcc059f325,2
458745,52,36.666667,1449.094316,84.666667,2,8,42.666667,8,1,1,5,4,2,1257.666667,25,4,0.320333,?,68af49bcc059f325,2
212683,43,35.25,321818.976826,39.666667,1,3,12.666667,9,7,6,5,3,15,326,22,3.666667,41.333333,?,8e16d706819d2e0c,2
212683,14.5,35.8,321818.976826,321.666667,1,3,85,17,7,7,4,3.355556,15,307.666667,22,4,48.333333,?,8e16d706819d2e0c,2
213755,62,34.366667,321818.976826,252,2.4,3,80.6,9,9,8,5,3.4,15,310.666667,22,4,41.333333,?,8e16d706819d2e0c,2
213755,62,34.033333,12474576.271186,336.333333,1,3,89.666667,17,9,9,5,3.4,15,312.333333,22,3.666667,42.25,?,8e16d706819d2e0c,2
217272,32.5,35.5,187118644.067797,129.25,1,3,59.25,9,15,14,5,3,15,336.333333,22,4,46,?,8e16d706819d2e0c,2
217272,15,35.6,187118644.067797,1037.25,2,3,254.25,9,15,15,5,4,15,330,22,2.333333,46,?,8e16d706819d2e0c,2
14584,14,38.5,629095.674967,92.333333,1,3,79.5,17,3,55,4,3.4,1,231,22,3,53.8,?,8e16d706819d2e0c,2
15837,17,32.45,17160.834567,27.666667,1,3,98.333333,7.333333,1,58,5,3.358621,10,355.5,22,3.25,40.5,com.android.launcher,8e16d706819d2e0c,2
75157,15,35.1,76190.47619,92.333333,1,3,103.333333,17,2,61,5,3.32,8,355.333333,22,3,49,org.pol.jmgo.qoesurveyor,8e16d706819d2e0c,2
92433,15,35.3,7713.321549,79,1,3,99,17,3,62,5,3.4,8,342,22,3,48,com.android.launcher,8e16d706819d2e0c,2
138320,13,35.55,2269.042228,412.5,1,3,511,17,4,63,5,3.302703,8,333,22,2.5,47,com.android.launcher,8e16d706819d2e0c,2
95405,98,39.4,1943925.233645,301,1,3,85,17,2,77,3.5,3.309091,5,809,22,1.5,52.333333,com.android.launcher,8e16d706819d2e0c,2
16171,49,36.2,173160.17316,73,2,6,45,8,4,3,3.6,3.488889,1,1611,23,4,36.2,?,e2f3a59016564a22,2
303385,78,27.766667,1410169.491525,995.5,2,6,144,20,5,14,5,3.4,1,198.666667,23,3.333333,49.333333,com.facebook.katana,da864a689e433b5e,2
448715,58,33.366667,124442.039767,107,1,8,82.666667,17,4,6,3.8,3.4,3,732.333333,24,4,33.266667,com.whatsapp,ffdd93d674719bbc,2
877296,94,32,0,85.666667,2,8,31.5,9,7,9,4,4,3,311.25,24,4,40,?,ffdd93d674719bbc,2
501006,87,35.266667,26123222.748815,74,1,8,117,18,9,29,4,3.4,2,839,24,4,35.166667,com.google.android.youtube,ffdd93d674719bbc,2
256458,63,36.4,0,16,1,7,8,10,3,7,3,4,12,1481,24,3,36.3,com.spotify.music,d88a327ce250630,2
159349,70.5,29.4,16829268.292683,21,1,7,12.333333,9,2,18,5,4,4,1140.5,24,1.5,29.3,com.whatsapp,d88a327ce250630,2
505119,67.333333,32.466667,0,18,1,7,15.333333,9,9,25,5,4,4,932.333333,24,1,32.366667,com.ACP.ClinicalGuidelines,d88a327ce250630,2
97212,58.75,37.325,1529411.764706,81,2,7,37.75,9,2,37,4,4,10,1128,24,2,37.225,com.sec.android.app.launcher,d88a327ce250630,2
275371,59,37.75,4140.528541,62.333333,2,7,52,9,6,41,3,4,10,1217.5,24,2,37.65,com.facebook.katana,d88a327ce250630,2
410655,60,38,27819.674878,52.666667,2,7,42.333333,9,9,44,4,4,10,1213,24,2,38,com.facebook.katana,d88a327ce250630,2
278076,84,26.6,0,79,2.666667,6,54.5,9,5,31,3,2.5,7,397,24,4,33,org.pol.jmgo.qoesurveyor,9c19bb5d04be923e,2
558808,83,25.766667,2826420.890937,30.5,1,6,5,10,10,36,3,2.95,7,409.666667,24,4,34.666667,com.android.chrome,9c19bb5d04be923e,2
614735,83,25.8,66136.72496,2038.333333,2,6,119.333333,8,11,37,3,3.45,7,415,24,4,34.666667,com.android.chrome,9c19bb5d04be923e,2
103493,98,27,1355632.070831,506.666667,1,6,209.666667,17,1,0,3,3,1,235,23,3.666667,27.2915,com.lge.launcher2,bbe3002f6e378eed,2
151388,97.333333,28,1355632.070831,116.666667,1,6,79.333333,17,2,1,3,3.32,1,229.666667,23,4,27.490333,com.lge.launcher2,bbe3002f6e378eed,2
70470,6,28.566667,13954098.360656,121,2,5,41.666667,9,1,2,3.5,4,2,265.333333,23,3,49,?,d554e3b29fe24a3b,2
428958,79,34.566667,3374349.556168,103,2,8,42.666667,9,8,7,3,3.4,1,1060.333333,26,4,34.5,?,4c3dfa2cea50e9bb,2
613302,68,33.95,2069651.741294,686,2.333333,8,39,9,12,11,3,3.4,1,1044,26,4,35.35,?,4c3dfa2cea50e9bb,2
136877,71,25.65,8906.368678,17.333333,1,8,11,10,3,15,3,3,4,1266,26,4,28.033333,?,4c3dfa2cea50e9bb,2
198863,62.333333,29.766667,7323943.661972,18.5,1,8,12,10,4,16,3,4,4,1257,26,3,28.966667,?,4c3dfa2cea50e9bb,2
199525,71,30,7323943.661972,18.5,1,8,12,10,5,17,3,4,4,1257,26,3,28.966667,?,4c3dfa2cea50e9bb,2
200207,62,29.4,7323943.661972,18.5,1,8,12,10,6,18,3,4,4,1249.75,26,3,28.975,?,4c3dfa2cea50e9bb,2
200656,62.333333,29.4,1102.320615,18.5,1,8,12,10,7,19,3,4,4,1249.75,26,2,28.975,?,4c3dfa2cea50e9bb,2
201029,70,25.65,32306.007221,18.5,1,8,12,10,8,20,3,4,4,1249.75,26,2,28.975,?,4c3dfa2cea50e9bb,2
201408,46,29.4,7323943.661972,18.5,1,8,12,10,9,21,3,4,4,1249.75,26,3,28.975,?,4c3dfa2cea50e9bb,2
202010,70.5,29.766667,7323943.661972,18.5,1,8,12,10,10,22,3,4,4,1249.75,26,2.5,28.975,?,4c3dfa2cea50e9bb,2
202274,70,28.366667,32306.007221,18.5,1,8,12,10,11,23,3,4,4,1249.75,26,3,28.975,?,4c3dfa2cea50e9bb,2
202479,62.333333,25.65,32306.007221,18.5,1,8,12,10,12,24,3,4,4,1249.75,26,2.5,28.975,?,4c3dfa2cea50e9bb,2
202802,70,30.3,7323943.661972,18.5,1,8,12,10,13,25,3,4,4,1249.75,26,3,28.975,?,4c3dfa2cea50e9bb,2
146617,56,29.466667,29608.036467,63.25,2,6,28,9,2,1,4,4,2,666,24,2,37.666667,com.sec.android.app.launcher,61d848e7503b5852,2
282695,55,31.5,41846.89669,92.666667,2,6,25.666667,9,5,9,5,4,1,378,24,2.333333,40,com.sec.android.app.launcher,61d848e7503b5852,2
346947,54,31.6,1857142.857143,132,2,6,31.333333,9,6,10,4,4,1,379,24,2,41,com.android.chrome,61d848e7503b5852,2
615505,53,30.9,16576576.576577,66.5,2,6,20.5,9,11,24,4,4,3,437,24,2,38.333333,com.google.android.youtube,61d848e7503b5852,2
242078,82,29,1397962.334054,187,2,6,39,9,6,5,5,4,2,173.333333,23,2.75,28.5,?,4504da30b01769b7,2
238085,100,34.15,16768.864973,109.5,2,7,40,9,4,3,4,4,1,627.5,24,4,34.15,org.pol.jmgo.qoesurveyor,9de8b4b98c575ea5,2
619949,100,23.7,1849710.982659,124.5,2,7,51.5,9,11,23,4,3.4,2,719,24,4,23.7,com.twitter.android,9de8b4b98c575ea5,2
