"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
196091,65.5,33.35,0,121.5,2,4,56.5,9,1,1,5,5,3.4,4,348.75,23,4,48.25,"42f1293b2125e6b8ec45e34c743cb514","1-cdeb2f36daa0119ae7cbbcffbc4da958","com.android.vending","c8afba09e53d8531",1528215929935,1528215989935
366854,63,34.2666666666667,0,1037.25,2.5,4,133.25,9,2,2,5,5,3.4,4,352,23,3,45.6666666666667,"42f1293b2125e6b8ec45e34c743cc50e","1-21f746db1e9186852734b21b26518f45","com.twitter.android","c8afba09e53d8531",1528216100698,1528216160698
422116,62.6666666666667,34.2,0,999.25,2.5,4,44.5,9,3,3,5,5,3.4,4,336.333333333333,23,3.5,44.3333333333333,"42f1293b2125e6b8ec45e34c743cd3ad","1-3c88872edcfc2bf6fb283d5b5d1449f6","com.whatsapp","c8afba09e53d8531",1528216155960,1528216215960
477966,62,34.1333333333333,0,190.5,3,4,59.25,9,4,4,5,5,3.4,4,336,23,4,43.3333333333333,"42f1293b2125e6b8ec45e34c743cdd84","1-5970afe03929bdbe6076f245fd7be45f","com.whatsapp","c8afba09e53d8531",1528216211810,1528216271810
535550,61.6666666666667,34.0333333333333,0,619.25,2.75,4,67.75,9,5,5,5,5,3.4,4,340,23,2.5,41.3333333333333,"42f1293b2125e6b8ec45e34c743cdfd8","1-1cde9ae4bc05848ac75fe9e630ac1794","com.netflix.mediaclient","c8afba09e53d8531",1528216269394,1528216329394
590694,61,34.0333333333333,0,203.666666666667,2,4,37.3333333333333,9,6,6,5,5,3.4,4,326.333333333333,23,3.5,41.3333333333333,"42f1293b2125e6b8ec45e34c743ce7bf","1-090ada1d4720ac25b5c5a4ee98551b4c","com.netflix.mediaclient","c8afba09e53d8531",1528216324538,1528216384538
91076,61,34.3666666666667,92942.2015683996,513.25,2,4,59.75,9,1,7,3,5,3.4,5,416.666666666667,23,2.66666666666667,49,"42f1293b2125e6b8ec45e34c743cf123","1-f24101471112ecb921ae902c6780df20","android","c8afba09e53d8531",1528216519825,1528216579825
3618959,59.3333333333333,43.7,0,377.25,1,4,57.25,9,1,8,5,5,3.4,3,296.75,23,3,64.3333333333333,"42f1293b2125e6b8ec45e34c743cfc63","1-374a415dd8af880499cefb09537add05","","c8afba09e53d8531",1528220668087,1528220728087
57815,59.3333333333333,30.5666666666667,1861818.18181818,200,2,4,37.5,9,1,9,5,5,3.4,2,330,23,3.25,43.3333333333333,"42f1293b2125e6b8ec45e34c743d0331","1-00300d4f7ccaa752503fc7dc84b1856b","com.sec.android.app.launcher","c8afba09e53d8531",1528290492163,1528290552163
127857,59,31.3,896.291156934898,254.333333333333,2,4,63.3333333333333,9,2,10,5,5,3.4,2,301,23,2,42.25,"42f1293b2125e6b8ec45e34c743d0a9a","1-f5bc9417952d7df91761fe38ed8a0eb0","com.sec.android.app.launcher","c8afba09e53d8531",1528290562205,1528290622205
60000,16,29.7,0,35,1,6,19,9,1,0,3,5,4,1,372,24,2,42,"42f1293b2125e6b8ec45e34c743d0d44","1-1fbe1d4a71af01282006777d6b420666","","90a72847e24050d1",1527624561785,1527624621785
12591,63,29.4666666666667,0,215,2.4,4,53,9,1,0,4,5,3.4,1,790.666666666667,23,3,30.125,"42f1293b2125e6b8ec45e34c743d167c","1-61674981c4567b46bde07073e5e4438b","","22dee25d96b05f3e",1528248232324,1528248292324
16347,47,29.4666666666667,0,275.333333333333,1,4,154.333333333333,17,2,1,5,5,3.4,1,348.75,23,3,39.3333333333333,"42f1293b2125e6b8ec45e34c743d1772","1-d70e4f450f5eee71462fff64a213084d","","22dee25d96b05f3e",1528248236080,1528248296080
61134,47.3333333333333,43.6333333333333,0,215,1,4,58.6666666666667,9,3,2,5,5,3.4,1,310.666666666667,23,3,55.3333333333333,"42f1293b2125e6b8ec45e34c743d1dde","1-9836ffeb380ba166ef670c2f53c8f2bf","","22dee25d96b05f3e",1528248280867,1528248340867
76637,47.25,43.65,0,359,1,4,535.5,9,4,3,5,5,3.4,1,307.5,23,3,55.5,"42f1293b2125e6b8ec45e34c743d28ba","1-128f1e02bd668c587bca15ba78aff28a","","22dee25d96b05f3e",1528248296370,1528248356370
154452,47,43.7,77122.6479504056,262.666666666667,1,4,80.6,17,5,4,5,5,3.4,1,340,23,4,54.6666666666667,"42f1293b2125e6b8ec45e34c743d2caf","1-0729f504a565398023b2073eb3e4a291","","22dee25d96b05f3e",1528248374185,1528248434185
156608,47,43.7,77122.6479504056,98.5,1,4,9.5,10,6,5,5,5,3.4,1,355.5,23,3.66666666666667,54,"42f1293b2125e6b8ec45e34c743d3174","1-70c6c3000422306411295c93ba7c68ff","","22dee25d96b05f3e",1528248376341,1528248436341
158126,47,43.7,77122.6479504056,144.333333333333,1,4,37.5,9,7,6,5,5,3.4,1,355.5,23,4,54,"42f1293b2125e6b8ec45e34c743d3cb9","1-0a1ac95ee8c193b8e240341c7dccf33e","","22dee25d96b05f3e",1528248377859,1528248437859
159541,47,43.7,77122.6479504056,144.333333333333,1,4,59.25,9,8,7,5,5,3.4,1,355.5,23,4,54,"42f1293b2125e6b8ec45e34c743d437e","1-15f08409c48f7c9643b68cafafc36832","","22dee25d96b05f3e",1528248379274,1528248439274
250706,45.75,44.275,3346690.95324833,663,1,4,861,9,9,8,5,5,3.4,1,296.75,23,3.66666666666667,57,"42f1293b2125e6b8ec45e34c743d4a30","1-b4c1df6fcb4fbca1aa852f35fe30f93f","com.android.settings","22dee25d96b05f3e",1528248470439,1528248530439
326554,44.6666666666667,44.6,22966666.6666667,556.5,1,4,322,9,10,9,5,5,3.4,1,281.333333333333,23,3,56.6666666666667,"42f1293b2125e6b8ec45e34c743d54cb","1-28a64baaed3b701047af333241c5aaaf","com.google.android.youtube","22dee25d96b05f3e",1528248546287,1528248606287
382041,44,44.7333333333333,2324723.24723247,126.333333333333,1,4,11,9,11,10,5,5,3.4,1,307.666666666667,23,3.33333333333333,56.3333333333333,"42f1293b2125e6b8ec45e34c743d574a","1-13fd24563983ccd1dbe882379c650df4","com.google.android.youtube","22dee25d96b05f3e",1528248601774,1528248661774
485523,43,44.4666666666667,2739299.61089494,197.666666666667,1.33333333333333,4,15.3333333333333,9,12,11,5,5,3.4,1,320,23,3.5,55,"42f1293b2125e6b8ec45e34c743d5dd2","1-fd1546945665958b4a4079e9c7968e26","com.google.android.youtube","22dee25d96b05f3e",1528248705256,1528248765256
506729,43,44.4666666666667,0,229.666666666667,1.33333333333333,4,12.6666666666667,9,13,12,5,5,3.4,1,308.333333333333,23,3.5,55,"42f1293b2125e6b8ec45e34c743d6d8a","1-8ad9d79bd7c209508a1d64c7ec2da537","com.google.android.youtube","22dee25d96b05f3e",1528248726462,1528248786462
556041,42.6666666666667,44.3333333333333,0,100,1,4,10.3333333333333,9,14,13,5,5,3.4,1,390.666666666667,23,3.33333333333333,53.6666666666667,"42f1293b2125e6b8ec45e34c743d7233","1-a5427e676eccb4d7b1b1ccd0db486a8f","com.whatsapp","22dee25d96b05f3e",1528248775774,1528248835774
610341,42,44.3333333333333,0,98.5,1,4,9.5,9,15,14,5,5,3.4,1,319.333333333333,23,2,53.3333333333333,"42f1293b2125e6b8ec45e34c743d78bb","1-4b15cfd21d09aa6c54d1375b20fc97a7","org.pol.jmgo.qoesurveyor","22dee25d96b05f3e",1528248830074,1528248890074
188868,74,32.8333333333333,37306.3786345361,105.4,2,8,47.2,8,1,0,4,2,4,3,1283,25,4,0.3225,"42f1293b2125e6b8ec45e34c743d8580","1-c5c87d9039fa5fa132a80df3c1e2b2d8","","68af49bcc059f325",1527538050115,1527538110115
458745,52,32.55,1449.09431605247,84.6666666666667,2,8,42.6666666666667,8,1,1,4,2,4,2,1257.66666666667,25,4,0.320333333333333,"42f1293b2125e6b8ec45e34c743d8655","1-f4e2ac63ca534149d27ec47e1e161544","","68af49bcc059f325",1527538544458,1527538604458
479213,52,32.5,233839.235525576,111.571428571429,2,8,45.4285714285714,8,1,2,4,3,4,1,1275.33333333333,25,2,0.298666666666667,"42f1293b2125e6b8ec45e34c743d9105","1-a3f84466be3b5d99c6ee8f2fe4d7ebcd","","68af49bcc059f325",1527709964192,1527710024192
209984,15,29.5666666666667,15726495.7264957,109.666666666667,2,3,43.6666666666667,8,1,0,3.8,3,3.4,15,666.666666666667,22,4,53.3333333333333,"42f1293b2125e6b8ec45e34c743d9344","1-c39ca3ca5d9a0a34a305733eb69a063b","","8e16d706819d2e0c",1525189413675,1525189473675
209984,14,30.075,2659600.09636232,14.046511627907,1,3,98.3333333333333,7.33333333333333,1,1,4,3,3.4,15,928.5,22,4,43.4666666666667,"42f1293b2125e6b8ec45e34c743da2bd","1-62f0079f5c535a33e3abff37c065b30b","","8e16d706819d2e0c",1525189413675,1525189473675
210791,14.5,30.725,3656786.27145086,213.25,1,3,89,17,3,2,4,4,3.4,15,928.5,22,4,43.4666666666667,"42f1293b2125e6b8ec45e34c743da9eb","1-afc75cba8f41354fd61bdc38d4cd5708","","8e16d706819d2e0c",1525189414482,1525189474482
210791,14.5,30.8666666666667,22622950.8196721,13.3846153846154,2,3,4.5,8,3,3,4,4,3,15,711.666666666667,22,4,47.3333333333333,"42f1293b2125e6b8ec45e34c743dacbf","1-e2784f50b853af94e012176d3dfa27ab","","8e16d706819d2e0c",1525189414482,1525189474482
211692,14,30.725,2273224.04371585,1037.25,2,3,259.333333333333,9,5,4,3.81818181818182,4,3.4,15,733,22,4,43.4666666666667,"42f1293b2125e6b8ec45e34c743dbc2c","1-cd3ceeca89a7456dc1fb9b0afdd907f7","","8e16d706819d2e0c",1525189415383,1525189475383
211692,15,43.65,2273224.04371585,100,1,3,353.5,17,5,5,4,4,3.4,15,748.666666666667,22,3.5,56.3333333333333,"42f1293b2125e6b8ec45e34c743dc74d","1-c4c18a5672c5f20f452d7a9b1a3d319a","","8e16d706819d2e0c",1525189415383,1525189475383
212683,15,35.3,321818.976825536,25.6666666666667,1,3,35,9,7,6,4,2,3,15,723.333333333333,22,4,38.25,"42f1293b2125e6b8ec45e34c743dcca9","1-d12efb30d76781d8a40c67e89b51d36f","","8e16d706819d2e0c",1525189416374,1525189476374
212683,44.6666666666667,35.7,321818.976825536,18.5,1,3,13,10,7,7,5,2,3,15,231,22,3.5,49.5,"42f1293b2125e6b8ec45e34c743dd7b2","1-53af3d8ba6f0fe6b8cba54c1af93cb07","","8e16d706819d2e0c",1525189416374,1525189476374
213755,15,35.7,321818.976825536,21.6666666666667,1,3,5,9,9,8,4,2,3,15,723.333333333333,22,3.33333333333333,40.5,"42f1293b2125e6b8ec45e34c743ddb04","1-3d53d46ddf4be20536e2b09a86192744","","8e16d706819d2e0c",1525189417446,1525189477446
213755,62,35.8,12474576.2711864,27,1,3,15.3333333333333,9,9,9,5,2,3,15,307.666666666667,22,4,49,"42f1293b2125e6b8ec45e34c743de4b3","1-0ff45da952062e55146c8a61be8557b8","","8e16d706819d2e0c",1525189417446,1525189477446
215731,14.5,35.55,13398058.2524272,22,1,3,15.6666666666667,9,11,10,4,1,3,15,723.333333333333,22,4,37.4166666666667,"42f1293b2125e6b8ec45e34c743deaad","1-7e480237b08c9f23e847cd42581ca9d8","","8e16d706819d2e0c",1525189419422,1525189479422
215731,15,39.5333333333333,13398058.2524272,50,1,3,28,9,11,11,4,1,3,15,836,22,4,55.6666666666667,"42f1293b2125e6b8ec45e34c743df320","1-39254eda7b5760f38e275a5ddbc3427b","","8e16d706819d2e0c",1525189419422,1525189479422
216460,15,39.3,61885.1425208106,32,1,3,15.3333333333333,9,13,12,5,1,3,15,355.5,22,3.66666666666667,37.4166666666667,"42f1293b2125e6b8ec45e34c743dff98","1-34dd43ca3d34129c74d1f2338b93bfd8","","8e16d706819d2e0c",1525189420151,1525189480151
216460,43,35.25,45061224.4897959,213.25,1,3,161.333333333333,17,13,13,5,1,3.32,15,307.666666666667,22,3.5,49,"42f1293b2125e6b8ec45e34c743e0e01","1-8d6d61f987ed76674d97a5d7e2bef57a","","8e16d706819d2e0c",1525189420151,1525189480151
217272,62,40.4333333333333,187118644.067797,94.5,2,3,43.6666666666667,9,15,14,5,2,3.4,15,312.333333333333,22,4,55.3333333333333,"42f1293b2125e6b8ec45e34c743e19eb","1-9e89ce49af415792e1d5d79f4c19d41f","","8e16d706819d2e0c",1525189420963,1525189480963
217272,77,34,187118644.067797,103.333333333333,2,3,31.3333333333333,8,15,15,3,2,3.4,15,1550,22,4,36.2,"42f1293b2125e6b8ec45e34c743e1dfe","1-5483b1a97c3e952e88186ce7f16a052e","","8e16d706819d2e0c",1525189420963,1525189480963
75917,13,37.4,5546.70294698783,29,1,3,11,10,1,16,4.5,4,3,14,226,22,3.25,52,"42f1293b2125e6b8ec45e34c743e22fe","1-587285318e66a8783cb83ee8b63957d1","com.google.android.youtube","8e16d706819d2e0c",1525708448959,1525708508959
113666,13,37.4,46042.300110261,28.5,1,3,13.5,10,2,17,4.5,5,3,14,231,22,2.66666666666667,52,"42f1293b2125e6b8ec45e34c743e2547","1-9b5e5dd201bf678b799b80b281be73fd","com.google.android.youtube","8e16d706819d2e0c",1525708486708,1525708546708
348604,15,38.1,0,33,1,3,15,10,1,18,5,5,3,3,825,22,4,58,"42f1293b2125e6b8ec45e34c743e3149","1-381772753c39414cfcc2ac7c34063066","com.google.android.youtube","8e16d706819d2e0c",1525711010001,1525711070001
388430,15,38.65,0,36.5,1,3,13,10,2,19,3,5,3,3,836,22,3,57.5,"42f1293b2125e6b8ec45e34c743e3982","1-6e8364d2914c97cda5e554933f0c8981","com.google.android.youtube","8e16d706819d2e0c",1525711049827,1525711109827
430874,15,38.6,0,28,1,3,12.6666666666667,10,3,20,4,4,3,3,826.666666666667,22,3.33333333333333,55.3333333333333,"42f1293b2125e6b8ec45e34c743e4911","1-909399d0ee658619d170a8803a956601","com.google.android.youtube","8e16d706819d2e0c",1525711092271,1525711152271
510069,15,38.4,0,31.5,1,3,11,10,4,21,4,4,3,3,797,22,4,54,"42f1293b2125e6b8ec45e34c743e5030","1-47ada4aaa1a91cb7059c5c27a5600418","com.google.android.youtube","8e16d706819d2e0c",1525711171466,1525711231466
539903,14.5,38.2,0,41,1,3,11,10,5,22,4,4,3,3,783.5,22,3.5,52,"42f1293b2125e6b8ec45e34c743e5a9d","1-7edf30a7b274a88413d9d1da9736fd4a","com.google.android.youtube","8e16d706819d2e0c",1525711201300,1525711261300
562523,14,38,0,32,1,3,15,10,6,23,3,5,3,3,780.5,22,3,50.5,"42f1293b2125e6b8ec45e34c743e5d3d","1-e1c2f36ad2198a9b53d9450256b0132c","com.google.android.youtube","8e16d706819d2e0c",1525711223920,1525711283920
610715,14.5,38,0,28.5,1,3,12,10,7,24,4,5,3,3,803,22,3.5,51,"42f1293b2125e6b8ec45e34c743e5d42","1-b56e95aa2244de12d3d8fc3759a7706b","com.google.android.youtube","8e16d706819d2e0c",1525711272112,1525711332112
650875,15,38.4,0,25.5,1,3,11,10,8,25,3,5,3,3,822,22,2,56,"42f1293b2125e6b8ec45e34c743e62ef","1-cd6e3d045b8a81a40969ddd779eb1bb4","com.google.android.youtube","8e16d706819d2e0c",1525711312272,1525711372272
692558,15,38.55,0,27.5,1,3,11,10,9,26,3,3,3,3,811,22,2,55,"42f1293b2125e6b8ec45e34c743e6c2e","1-6c2d490b84b2a4bee108bc88f6ef5ade","com.google.android.youtube","8e16d706819d2e0c",1525711353955,1525711413955
732532,15,38.5,0,30.5,1,3,10.5,10,10,27,3,4,3,3,808,22,3,52,"42f1293b2125e6b8ec45e34c743e7130","1-e58224d47c805bf6c35915d61e21bd18","com.google.android.youtube","8e16d706819d2e0c",1525711393929,1525711453929
769948,15,38.55,0,32.5,1,3,10,10,11,28,3,5,3,3,805.5,22,2.5,51.5,"42f1293b2125e6b8ec45e34c743e7435","1-3c03a3201a346e2fd316b12355e6b9ca","com.google.android.youtube","8e16d706819d2e0c",1525711431345,1525711491345
138822,76,31.6,2736842.10526316,34.6666666666667,1,3,33.6666666666667,10,1,29,3.35714285714286,4,3,13,928.5,22,4,39,"42f1293b2125e6b8ec45e34c743e782b","1-40adb6fcb6fad34dadbe87da369907dc","com.android.launcher","8e16d706819d2e0c",1525834368698,1525834428698
183906,77,32.45,458.734675966072,25.3333333333333,1,3,34.6666666666667,10,2,30,4,4,3,13,913,22,4,41,"42f1293b2125e6b8ec45e34c743e8572","1-a7b448bf14a878135325b6fd147df00a","com.itau.latam.py.tarjetas","8e16d706819d2e0c",1525834413782,1525834473782
229754,77,32.9,2762135.9223301,30,1,3,14.6666666666667,10,3,31,3,5,3,13,908,22,4,42,"42f1293b2125e6b8ec45e34c743e914f","1-5fed10602991886e91f0dbc74ca694df","com.android.launcher","8e16d706819d2e0c",1525834459630,1525834519630
275070,77,33.65,520.327753697956,48,1,3,23.3333333333333,10,4,32,3,3,3,13,910,22,3.5,42,"42f1293b2125e6b8ec45e34c743e95fa","1-66d920ac1edcf5ddddca8ffd1191c42d","com.android.launcher","8e16d706819d2e0c",1525834504946,1525834564946
334943,77,34.15,1512727.27272727,50.5,1,3,14,10,5,33,3,5,3,13,901.5,22,4,42.5,"42f1293b2125e6b8ec45e34c743e9951","1-7b6094a071bde46e9f5cb11a3e587e0a","com.android.launcher","8e16d706819d2e0c",1525834564819,1525834624819
380268,77,34.3,507.791639549183,43.6666666666667,1,3,15.6666666666667,10,6,34,3,3,3,13,909.5,22,3,42.5,"42f1293b2125e6b8ec45e34c743e9f82","1-e0e3bf823593b7a1d503907a2d9a2449","com.android.launcher","8e16d706819d2e0c",1525834610144,1525834670144
425372,77,34.05,98.396772192285,39.6666666666667,1,3,15.6666666666667,10,7,35,3.6,4,3,13,909.5,22,2.5,42.5,"42f1293b2125e6b8ec45e34c743eadec","1-12b257e193eb64bff5deb661f4c5c7dc","com.android.launcher","8e16d706819d2e0c",1525834655248,1525834715248
472551,77,34,127.831350273422,39.3333333333333,1,3,30,10,8,36,3,5,3,13,907.666666666667,22,3,42,"42f1293b2125e6b8ec45e34c743eb763","1-1c9250f6d2e12486cb5a744afe7593ef","com.android.launcher","8e16d706819d2e0c",1525834702427,1525834762427
561191,77,33.9666666666667,3645.84915733141,31,1,3,14.3333333333333,10,9,37,3,5,3,13,906,22,2,42,"42f1293b2125e6b8ec45e34c743ec3f1","1-eb4d60e0aaed3356788e216e51d929f5","com.android.launcher","8e16d706819d2e0c",1525834791067,1525834851067
606482,77,33.8333333333333,936.812028666448,44.6666666666667,1,3,13.3333333333333,10,10,38,3.6,4,3,13,904.333333333333,22,2,42,"42f1293b2125e6b8ec45e34c743ecfef","1-79660bc3bf0438b1f6cf9e1196c5b868","com.android.launcher","8e16d706819d2e0c",1525834836358,1525834896358
95545,78,33.9333333333333,622.159453246273,29,1,3,66,10,1,39,3,4,3,7,901,22,2,42.3333333333333,"42f1293b2125e6b8ec45e34c743eda1c","1-2c7a031dcca05615c18948d327267dbf","com.android.launcher","8e16d706819d2e0c",1525835005125,1525835065125
1048912,63,38.2,786885.245901639,27.6666666666667,1,3,85.5,7.33333333333333,2,40,4.5,3,4,7,307.666666666667,22,1.66666666666667,32.1666666666667,"42f1293b2125e6b8ec45e34c743edcca","1-00a116abf9e35246a99e902dcc4a06d4","","8e16d706819d2e0c",1525835958492,1525836018492
1049267,15,40.3666666666667,3105263.15789474,316,1,3,98.75,17,3,41,3,5,3.2,7,808,22,2,55.5,"42f1293b2125e6b8ec45e34c743ede62","1-25f5bdc1156ac7d54c773a5f508d1db6","","8e16d706819d2e0c",1525835958847,1525836018847
63418,85,33.85,2047619.04761905,22.5,1,3,11.5,10,1,42,3.4,5,3,2,892.5,22,4,42.5,"42f1293b2125e6b8ec45e34c743eed65","1-fac161717e8578df425e90925a451e29","com.android.launcher","8e16d706819d2e0c",1525836844149,1525836904149
47586,71,36.05,599000.217344056,27.5,1,3,18.5,10,1,43,3,5,3,4,517,22,3,49,"42f1293b2125e6b8ec45e34c743eefc5","1-376697cb2f6a0ea58105581a8ce82f42","com.google.android.youtube","8e16d706819d2e0c",1525841700551,1525841760551
93471,71,36.6,60240437.1584699,31,1,3,33,10,2,44,3,5,3,4,513,22,2.66666666666667,49.3333333333333,"42f1293b2125e6b8ec45e34c743ef147","1-497dae9b4b4f02e75ab93516bb6fe238","com.google.android.youtube","8e16d706819d2e0c",1525841746436,1525841806436
139413,70.6666666666667,36.9666666666667,3541278.50947639,25.6666666666667,1,3,11,10,3,45,3,4,3,4,537.666666666667,22,3.33333333333333,50,"42f1293b2125e6b8ec45e34c743efabc","1-60876f57fbcb029aff3d8d96cf7e29f0","com.google.android.youtube","8e16d706819d2e0c",1525841792378,1525841852378
228287,69.5,38.425,0,24.3333333333333,1,3,13.3333333333333,10,4,46,3,3,3,4,567,22,3.5,53,"42f1293b2125e6b8ec45e34c743f068b","1-6e3805c4b93c3ab5328931eae2dcdc3a","com.google.android.youtube","8e16d706819d2e0c",1525841881252,1525841941252
273435,68.6666666666667,37.9666666666667,0,34,1,3,12.75,10,5,47,3,4,3,4,540,22,3.66666666666667,50.6666666666667,"42f1293b2125e6b8ec45e34c743f0e20","1-6557c7df83acd3061af0e17f0222918f","com.google.android.youtube","8e16d706819d2e0c",1525841926400,1525841986400
314970,67.3333333333333,39.1,0,27,1,3,11.6666666666667,10,6,48,3,5,3,4,544.666666666667,22,3.33333333333333,55.6666666666667,"42f1293b2125e6b8ec45e34c743f1227","1-4e06faafccf1b118c241452c6fe746bf","com.google.android.youtube","8e16d706819d2e0c",1525841967935,1525842027935
360421,67,39.525,0,40.3333333333333,1,3,12.1666666666667,10,7,49,3,5,3,4,532,22,3.66666666666667,56.75,"42f1293b2125e6b8ec45e34c743f1cf4","1-1f59ad83ce6d319d6bf7eeb136e4f033","com.google.android.youtube","8e16d706819d2e0c",1525842013386,1525842073386
406294,66,39.5333333333333,0,45.6666666666667,1,3,11.3333333333333,10,8,50,3,4,3,4,515,22,4,55.3333333333333,"42f1293b2125e6b8ec45e34c743f2708","1-74ba7806a7da169b778a7477aac9c78c","com.google.android.youtube","8e16d706819d2e0c",1525842059259,1525842119259
489125,64,38.65,0,56.3333333333333,1,3,18.6666666666667,10,9,51,3,3,3,4,570.5,22,3,49.5,"42f1293b2125e6b8ec45e34c743f2bcd","1-81f57d46b5bb2b2e00fb0786595088b9","com.google.android.youtube","8e16d706819d2e0c",1525842142090,1525842202090
490006,64,38.65,0,56.3333333333333,1,3,18.6666666666667,10,10,52,3,4,3,4,570.5,22,3,49.5,"42f1293b2125e6b8ec45e34c743f2e0c","1-1e5ac3d7f9fb57802ac6fc12613ccc94","com.google.android.youtube","8e16d706819d2e0c",1525842142971,1525842202971
