_id,_rev,alejado,app_foreground,battery_l,battery_t,bw,devid,df_delay,df_saltos,ds,dv_delay,dv_saltos,indice_en_prueba,indice_intervalo,mood,mos,ns,prueba_nro,ram,sdk,st,t_cpu,ts_from,ts_to
42f1293b2125e6b8ec45e34c743c78d8,1-e7fcf64430e901123f80c330fe52cd58,124180,com.whatsapp,87.0,31.7,2703.0217666526905,2440f9791015c9aa,129.0,2.0,8,39.75,8.0,2,1,4.0,5,4.0,1,644.0,24,3.0,31.7,1527695266153,1527695326153
42f1293b2125e6b8ec45e34c743c8147,1-66c85df47390c3c3fc997bbfe3a0cd37,179333,com.whatsapp,87.0,32.0,119334.48078026391,2440f9791015c9aa,77.5,2.0,8,31.5,8.0,3,2,4.0,5,4.0,1,637.3333333333334,24,3.0,32.0,1527695321306,1527695381306
42f1293b2125e6b8ec45e34c743c90be,1-e07d765935d041bfec584d0017025af6,251016,com.whatsapp,87.0,32.166666666666664,184749.45533769063,2440f9791015c9aa,95.5,2.0,8,39.0,8.0,4,3,4.0,5,4.0,1,595.0,24,3.0,32.166666666666664,1527695392989,1527695452989
42f1293b2125e6b8ec45e34c743c9d7b,1-c8cdcc198db9c33cc6695bc8fbddce28,296603,com.android.chrome,86.5,32.650000000000006,150895.94467148697,2440f9791015c9aa,131.0,2.0,8,25.5,8.0,5,4,4.0,5,,1,568.5,24,,32.650000000000006,1527695438576,1527695498576
42f1293b2125e6b8ec45e34c743ca175,1-d37b02f821574a476789bd2d1b154009,354090,com.android.chrome,86.0,33.13333333333333,6522.552031315823,2440f9791015c9aa,273.3333333333333,2.0,8,70.33333333333333,8.0,6,5,4.0,5,,1,566.6666666666666,24,,33.13333333333333,1527695496063,1527695556063
42f1293b2125e6b8ec45e34c743ca7e0,1-de530976224bd42bdf26be7937eac471,409308,com.android.chrome,86.0,33.300000000000004,1002409.6385542168,2440f9791015c9aa,84.75,2.0,8,31.0,8.0,7,6,4.0,5,,1,553.6666666666666,24,,33.300000000000004,1527695551281,1527695611281
42f1293b2125e6b8ec45e34c743ca9e2,1-b3ec60de6a656b24942ebb6678733200,131743,org.pol.jmgo.qoesurveyor,69.0,31.2,3732964.372189554,c8afba09e53d8531,283.0,2.4,4,80.6,9.0,1,0,5.0,1,3.4,1,300.0,23,,39.333333333333336,1528215559070,1528215619070
42f1293b2125e6b8ec45e34c743cb514,1-cdeb2f36daa0119ae7cbbcffbc4da958,196091,com.android.vending,65.5,33.35,0,c8afba09e53d8531,121.5,2.0,4,56.5,9.0,1,1,5.0,5,3.4,4,348.75,23,,48.25,1528215929935,1528215989935
42f1293b2125e6b8ec45e34c743cc50e,1-21f746db1e9186852734b21b26518f45,366854,com.twitter.android,63.0,34.26666666666667,0,c8afba09e53d8531,1037.25,2.5,4,133.25,9.0,2,2,5.0,5,3.4,4,352.0,23,,45.666666666666664,1528216100698,1528216160698
42f1293b2125e6b8ec45e34c743cd3ad,1-3c88872edcfc2bf6fb283d5b5d1449f6,422116,com.whatsapp,62.666666666666664,34.199999999999996,0,c8afba09e53d8531,999.25,2.5,4,44.5,9.0,3,3,5.0,5,3.4,4,336.3333333333333,23,,44.333333333333336,1528216155960,1528216215960
42f1293b2125e6b8ec45e34c743cdd84,1-5970afe03929bdbe6076f245fd7be45f,477966,com.whatsapp,62.0,34.13333333333333,0,c8afba09e53d8531,190.5,3.0,4,59.25,9.0,4,4,5.0,5,3.4,4,336.0,23,,43.333333333333336,1528216211810,1528216271810
42f1293b2125e6b8ec45e34c743cdfd8,1-1cde9ae4bc05848ac75fe9e630ac1794,535550,com.netflix.mediaclient,61.666666666666664,34.03333333333333,0,c8afba09e53d8531,619.25,2.75,4,67.75,9.0,5,5,5.0,5,3.4,4,340.0,23,,41.333333333333336,1528216269394,1528216329394
42f1293b2125e6b8ec45e34c743ce7bf,1-090ada1d4720ac25b5c5a4ee98551b4c,590694,com.netflix.mediaclient,61.0,34.03333333333333,0,c8afba09e53d8531,203.66666666666666,2.0,4,37.333333333333336,9.0,6,6,5.0,5,3.4,4,326.3333333333333,23,,41.333333333333336,1528216324538,1528216384538
42f1293b2125e6b8ec45e34c743cf123,1-f24101471112ecb921ae902c6780df20,91076,android,61.0,34.36666666666667,92942.20156839964,c8afba09e53d8531,513.25,2.0,4,59.75,9.0,1,7,,5,3.4,5,416.6666666666667,23,,49.0,1528216519825,1528216579825
42f1293b2125e6b8ec45e34c743cfc63,1-374a415dd8af880499cefb09537add05,3618959,,,,0,c8afba09e53d8531,,,4,,,1,8,,5,,3,,23,,,1528220668087,1528220728087
42f1293b2125e6b8ec45e34c743d0331,1-00300d4f7ccaa752503fc7dc84b1856b,57815,com.sec.android.app.launcher,59.333333333333336,30.566666666666666,1861818.1818181816,c8afba09e53d8531,200.0,2.0,4,37.5,9.0,1,9,,5,3.4,2,330.0,23,,43.333333333333336,1528290492163,1528290552163
42f1293b2125e6b8ec45e34c743d0a9a,1-f5bc9417952d7df91761fe38ed8a0eb0,127857,com.sec.android.app.launcher,59.0,31.299999999999997,896.2911569348985,c8afba09e53d8531,254.33333333333334,2.0,4,63.333333333333336,9.0,2,10,,5,3.4,2,301.0,23,,42.25,1528290562205,1528290622205
42f1293b2125e6b8ec45e34c743d0d44,1-1fbe1d4a71af01282006777d6b420666,60000,,16.0,29.7,0,90a72847e24050d1,35.0,1.0,6,19.0,9.0,1,0,,5,,1,372.0,24,,42.0,1527624561785,1527624621785
42f1293b2125e6b8ec45e34c743d167c,1-61674981c4567b46bde07073e5e4438b,12591,,,,0,22dee25d96b05f3e,,,4,,,1,0,,5,,1,,23,,,1528248232324,1528248292324
42f1293b2125e6b8ec45e34c743d1772,1-d70e4f450f5eee71462fff64a213084d,16347,,,,0,22dee25d96b05f3e,,,4,,,2,1,,5,,1,,23,,,1528248236080,1528248296080
42f1293b2125e6b8ec45e34c743d1dde,1-9836ffeb380ba166ef670c2f53c8f2bf,61134,,47.333333333333336,43.63333333333333,0,22dee25d96b05f3e,,,4,,,3,2,,5,3.4,1,310.6666666666667,23,,55.333333333333336,1528248280867,1528248340867
42f1293b2125e6b8ec45e34c743d28ba,1-128f1e02bd668c587bca15ba78aff28a,76637,,47.25,43.650000000000006,0,22dee25d96b05f3e,,,4,,,4,3,,5,3.4,1,307.5,23,,55.5,1528248296370,1528248356370
42f1293b2125e6b8ec45e34c743d2caf,1-0729f504a565398023b2073eb3e4a291,154452,,47.0,43.70000000000001,77122.64795040556,22dee25d96b05f3e,,,4,,,5,4,5.0,5,3.4,1,340.0,23,,54.666666666666664,1528248374185,1528248434185
42f1293b2125e6b8ec45e34c743d3174,1-70c6c3000422306411295c93ba7c68ff,156608,,47.0,43.7,77122.64795040556,22dee25d96b05f3e,,,4,,,6,5,5.0,5,3.4,1,355.5,23,,54.0,1528248376341,1528248436341
42f1293b2125e6b8ec45e34c743d3cb9,1-0a1ac95ee8c193b8e240341c7dccf33e,158126,,47.0,43.7,77122.64795040556,22dee25d96b05f3e,,,4,,,7,6,5.0,5,3.4,1,355.5,23,,54.0,1528248377859,1528248437859
42f1293b2125e6b8ec45e34c743d437e,1-15f08409c48f7c9643b68cafafc36832,159541,,47.0,43.7,77122.64795040556,22dee25d96b05f3e,,,4,,,8,7,5.0,5,3.4,1,355.5,23,,54.0,1528248379274,1528248439274
42f1293b2125e6b8ec45e34c743d4a30,1-b4c1df6fcb4fbca1aa852f35fe30f93f,250706,com.android.settings,45.75,44.275,3346690.9532483304,22dee25d96b05f3e,663.0,1.0,4,861.0,9.0,9,8,5.0,5,3.4,1,296.75,23,,57.0,1528248470439,1528248530439
42f1293b2125e6b8ec45e34c743d54cb,1-28a64baaed3b701047af333241c5aaaf,326554,com.google.android.youtube,44.666666666666664,44.6,22966666.666666668,22dee25d96b05f3e,556.5,1.0,4,322.0,9.0,10,9,5.0,5,3.4,1,281.3333333333333,23,,56.666666666666664,1528248546287,1528248606287
42f1293b2125e6b8ec45e34c743d574a,1-13fd24563983ccd1dbe882379c650df4,382041,com.google.android.youtube,44.0,44.73333333333333,2324723.247232472,22dee25d96b05f3e,126.33333333333333,1.0,4,11.0,9.0,11,10,5.0,5,3.4,1,307.6666666666667,23,,56.333333333333336,1528248601774,1528248661774
42f1293b2125e6b8ec45e34c743d5dd2,1-fd1546945665958b4a4079e9c7968e26,485523,com.google.android.youtube,43.0,44.46666666666667,2739299.6108949417,22dee25d96b05f3e,197.66666666666666,1.3333333333333333,4,15.333333333333334,9.0,12,11,5.0,5,,1,320.0,23,,55.0,1528248705256,1528248765256
42f1293b2125e6b8ec45e34c743d6d8a,1-8ad9d79bd7c209508a1d64c7ec2da537,506729,com.google.android.youtube,43.0,44.46666666666667,0,22dee25d96b05f3e,229.66666666666666,1.3333333333333333,4,12.666666666666666,9.0,13,12,5.0,5,,1,308.3333333333333,23,,55.0,1528248726462,1528248786462
42f1293b2125e6b8ec45e34c743d7233,1-a5427e676eccb4d7b1b1ccd0db486a8f,556041,com.whatsapp,42.666666666666664,44.333333333333336,0,22dee25d96b05f3e,100.0,1.0,4,10.333333333333334,9.0,14,13,5.0,5,,1,390.6666666666667,23,,53.666666666666664,1528248775774,1528248835774
42f1293b2125e6b8ec45e34c743d78bb,1-4b15cfd21d09aa6c54d1375b20fc97a7,610341,org.pol.jmgo.qoesurveyor,42.0,44.333333333333336,0,22dee25d96b05f3e,98.5,1.0,4,9.5,9.0,15,14,5.0,5,,1,319.3333333333333,23,,53.333333333333336,1528248830074,1528248890074
42f1293b2125e6b8ec45e34c743d8580,1-c5c87d9039fa5fa132a80df3c1e2b2d8,188868,,,,37306.37863453613,68af49bcc059f325,105.4,2.0,8,47.2,8.0,1,0,,2,4.0,3,1283.0,25,4.0,0.3225,1527538050115,1527538110115
42f1293b2125e6b8ec45e34c743d8655,1-f4e2ac63ca534149d27ec47e1e161544,458745,,,,1449.0943160524673,68af49bcc059f325,84.66666666666667,2.0,8,42.666666666666664,8.0,1,1,,2,4.0,2,1257.6666666666667,25,4.0,0.32033333333333336,1527538544458,1527538604458
42f1293b2125e6b8ec45e34c743d9105,1-a3f84466be3b5d99c6ee8f2fe4d7ebcd,479213,,,,233839.23552557616,68af49bcc059f325,111.57142857142857,2.0,8,45.42857142857143,8.0,1,2,,3,4.0,1,1275.3333333333333,25,2.0,0.29866666666666664,1527709964192,1527710024192
42f1293b2125e6b8ec45e34c743d9344,1-c39ca3ca5d9a0a34a305733eb69a063b,209984,,,,15726495.726495728,8e16d706819d2e0c,,,3,,,1,0,,3,,15,,22,,,1525189413675,1525189473675
42f1293b2125e6b8ec45e34c743da2bd,1-62f0079f5c535a33e3abff37c065b30b,209984,,,,2659600.0963623226,8e16d706819d2e0c,,,3,,,1,1,,3,,15,,22,,,1525189413675,1525189473675
42f1293b2125e6b8ec45e34c743da9eb,1-afc75cba8f41354fd61bdc38d4cd5708,210791,,,,3656786.2714508576,8e16d706819d2e0c,,,3,,,3,2,,4,,15,,22,,,1525189414482,1525189474482
42f1293b2125e6b8ec45e34c743dacbf,1-e2784f50b853af94e012176d3dfa27ab,210791,,,,22622950.81967213,8e16d706819d2e0c,,,3,,,3,3,,4,,15,,22,,,1525189414482,1525189474482
42f1293b2125e6b8ec45e34c743dbc2c,1-cd3ceeca89a7456dc1fb9b0afdd907f7,211692,,,,2273224.0437158467,8e16d706819d2e0c,,,3,,,5,4,,4,,15,,22,,,1525189415383,1525189475383
42f1293b2125e6b8ec45e34c743dc74d,1-c4c18a5672c5f20f452d7a9b1a3d319a,211692,,,,2273224.0437158467,8e16d706819d2e0c,,,3,,,5,5,,4,,15,,22,,,1525189415383,1525189475383
42f1293b2125e6b8ec45e34c743dcca9,1-d12efb30d76781d8a40c67e89b51d36f,212683,,,,321818.97682553565,8e16d706819d2e0c,,,3,,,7,6,,2,,15,,22,,,1525189416374,1525189476374
42f1293b2125e6b8ec45e34c743dd7b2,1-53af3d8ba6f0fe6b8cba54c1af93cb07,212683,,,,321818.97682553565,8e16d706819d2e0c,,,3,,,7,7,,2,,15,,22,,,1525189416374,1525189476374
42f1293b2125e6b8ec45e34c743ddb04,1-3d53d46ddf4be20536e2b09a86192744,213755,,,,321818.97682553565,8e16d706819d2e0c,,,3,,,9,8,,2,,15,,22,,,1525189417446,1525189477446
42f1293b2125e6b8ec45e34c743de4b3,1-0ff45da952062e55146c8a61be8557b8,213755,,,,12474576.271186441,8e16d706819d2e0c,,,3,,,9,9,,2,,15,,22,,,1525189417446,1525189477446
42f1293b2125e6b8ec45e34c743deaad,1-7e480237b08c9f23e847cd42581ca9d8,215731,,,,13398058.252427185,8e16d706819d2e0c,,,3,,,11,10,,1,,15,,22,,,1525189419422,1525189479422
42f1293b2125e6b8ec45e34c743df320,1-39254eda7b5760f38e275a5ddbc3427b,215731,,,,13398058.252427185,8e16d706819d2e0c,,,3,,,11,11,,1,,15,,22,,,1525189419422,1525189479422
42f1293b2125e6b8ec45e34c743dff98,1-34dd43ca3d34129c74d1f2338b93bfd8,216460,,,,61885.142520810565,8e16d706819d2e0c,,,3,,,13,12,,1,,15,,22,,,1525189420151,1525189480151
42f1293b2125e6b8ec45e34c743e0e01,1-8d6d61f987ed76674d97a5d7e2bef57a,216460,,,,45061224.489795916,8e16d706819d2e0c,,,3,,,13,13,,1,,15,,22,,,1525189420151,1525189480151
42f1293b2125e6b8ec45e34c743e19eb,1-9e89ce49af415792e1d5d79f4c19d41f,217272,,,,187118644.0677966,8e16d706819d2e0c,,,3,,,15,14,,2,,15,,22,,,1525189420963,1525189480963
42f1293b2125e6b8ec45e34c743e1dfe,1-5483b1a97c3e952e88186ce7f16a052e,217272,,,,187118644.0677966,8e16d706819d2e0c,,,3,,,15,15,,2,,15,,22,,,1525189420963,1525189480963
42f1293b2125e6b8ec45e34c743e22fe,1-587285318e66a8783cb83ee8b63957d1,75917,com.google.android.youtube,13.0,37.4,5546.70294698783,8e16d706819d2e0c,29.0,1.0,3,11.0,10.0,1,16,4.5,4,,14,226.0,22,,52.0,1525708448959,1525708508959
42f1293b2125e6b8ec45e34c743e2547,1-9b5e5dd201bf678b799b80b281be73fd,113666,com.google.android.youtube,13.0,37.4,46042.300110260956,8e16d706819d2e0c,28.5,1.0,3,13.5,10.0,2,17,4.5,5,,14,231.0,22,,52.0,1525708486708,1525708546708
42f1293b2125e6b8ec45e34c743e3149,1-381772753c39414cfcc2ac7c34063066,348604,com.google.android.youtube,15.0,38.1,0,8e16d706819d2e0c,33.0,1.0,3,15.0,10.0,1,18,,5,3.0,3,825.0,22,4.0,58.0,1525711010001,1525711070001
42f1293b2125e6b8ec45e34c743e3982,1-6e8364d2914c97cda5e554933f0c8981,388430,com.google.android.youtube,15.0,38.650000000000006,0,8e16d706819d2e0c,36.5,1.0,3,13.0,10.0,2,19,,5,3.0,3,836.0,22,3.0,57.5,1525711049827,1525711109827
42f1293b2125e6b8ec45e34c743e4911,1-909399d0ee658619d170a8803a956601,430874,com.google.android.youtube,15.0,38.6,0,8e16d706819d2e0c,28.0,1.0,3,12.666666666666666,10.0,3,20,,4,3.0,3,826.6666666666666,22,3.3333333333333335,55.333333333333336,1525711092271,1525711152271
42f1293b2125e6b8ec45e34c743e5030,1-47ada4aaa1a91cb7059c5c27a5600418,510069,com.google.android.youtube,15.0,38.4,0,8e16d706819d2e0c,31.5,1.0,3,11.0,10.0,4,21,,4,3.0,3,797.0,22,4.0,54.0,1525711171466,1525711231466
42f1293b2125e6b8ec45e34c743e5a9d,1-7edf30a7b274a88413d9d1da9736fd4a,539903,com.google.android.youtube,14.5,38.2,0,8e16d706819d2e0c,41.0,1.0,3,11.0,10.0,5,22,,4,3.0,3,783.5,22,3.5,52.0,1525711201300,1525711261300
42f1293b2125e6b8ec45e34c743e5d3d,1-e1c2f36ad2198a9b53d9450256b0132c,562523,com.google.android.youtube,14.0,38.0,0,8e16d706819d2e0c,32.0,1.0,3,15.0,10.0,6,23,,5,3.0,3,780.5,22,3.0,50.5,1525711223920,1525711283920
42f1293b2125e6b8ec45e34c743e5d42,1-b56e95aa2244de12d3d8fc3759a7706b,610715,com.google.android.youtube,14.5,38.0,0,8e16d706819d2e0c,28.5,1.0,3,12.0,10.0,7,24,,5,3.0,3,803.0,22,3.5,51.0,1525711272112,1525711332112
42f1293b2125e6b8ec45e34c743e62ef,1-cd6e3d045b8a81a40969ddd779eb1bb4,650875,com.google.android.youtube,15.0,38.4,0,8e16d706819d2e0c,25.5,1.0,3,11.0,10.0,8,25,,5,3.0,3,822.0,22,2.0,56.0,1525711312272,1525711372272
42f1293b2125e6b8ec45e34c743e6c2e,1-6c2d490b84b2a4bee108bc88f6ef5ade,692558,com.google.android.youtube,15.0,38.55,0,8e16d706819d2e0c,27.5,1.0,3,11.0,10.0,9,26,,3,3.0,3,811.0,22,2.0,55.0,1525711353955,1525711413955
42f1293b2125e6b8ec45e34c743e7130,1-e58224d47c805bf6c35915d61e21bd18,732532,com.google.android.youtube,15.0,38.5,0,8e16d706819d2e0c,30.5,1.0,3,10.5,10.0,10,27,,4,3.0,3,808.0,22,3.0,52.0,1525711393929,1525711453929
42f1293b2125e6b8ec45e34c743e7435,1-3c03a3201a346e2fd316b12355e6b9ca,769948,com.google.android.youtube,15.0,38.55,0,8e16d706819d2e0c,32.5,1.0,3,10.0,10.0,11,28,,5,3.0,3,805.5,22,2.5,51.5,1525711431345,1525711491345
42f1293b2125e6b8ec45e34c743e782b,1-40adb6fcb6fad34dadbe87da369907dc,138822,com.android.launcher,76.0,31.6,2736842.1052631577,8e16d706819d2e0c,34.666666666666664,1.0,3,33.666666666666664,10.0,1,29,,4,3.0,13,928.5,22,4.0,39.0,1525834368698,1525834428698
42f1293b2125e6b8ec45e34c743e8572,1-a7b448bf14a878135325b6fd147df00a,183906,com.itau.latam.py.tarjetas,77.0,32.45,458.73467596607173,8e16d706819d2e0c,25.333333333333332,1.0,3,34.666666666666664,10.0,2,30,,4,3.0,13,913.0,22,4.0,41.0,1525834413782,1525834473782
42f1293b2125e6b8ec45e34c743e914f,1-5fed10602991886e91f0dbc74ca694df,229754,com.android.launcher,77.0,32.9,2762135.922330097,8e16d706819d2e0c,30.0,1.0,3,14.666666666666666,10.0,3,31,,5,3.0,13,908.0,22,4.0,42.0,1525834459630,1525834519630
42f1293b2125e6b8ec45e34c743e95fa,1-66d920ac1edcf5ddddca8ffd1191c42d,275070,com.android.launcher,77.0,33.650000000000006,520.3277536979562,8e16d706819d2e0c,48.0,1.0,3,23.333333333333332,10.0,4,32,,3,3.0,13,910.0,22,3.5,42.0,1525834504946,1525834564946
42f1293b2125e6b8ec45e34c743e9951,1-7b6094a071bde46e9f5cb11a3e587e0a,334943,com.android.launcher,77.0,34.150000000000006,1512727.2727272727,8e16d706819d2e0c,50.5,1.0,3,14.0,10.0,5,33,,5,3.0,13,901.5,22,4.0,42.5,1525834564819,1525834624819
42f1293b2125e6b8ec45e34c743e9f82,1-e0e3bf823593b7a1d503907a2d9a2449,380268,com.android.launcher,77.0,34.3,507.7916395491826,8e16d706819d2e0c,43.666666666666664,1.0,3,15.666666666666666,10.0,6,34,,3,3.0,13,909.5,22,3.0,42.5,1525834610144,1525834670144
42f1293b2125e6b8ec45e34c743eadec,1-12b257e193eb64bff5deb661f4c5c7dc,425372,com.android.launcher,77.0,34.05,98.396772192285,8e16d706819d2e0c,39.666666666666664,1.0,3,15.666666666666666,10.0,7,35,,4,3.0,13,909.5,22,2.5,42.5,1525834655248,1525834715248
42f1293b2125e6b8ec45e34c743eb763,1-1c9250f6d2e12486cb5a744afe7593ef,472551,com.android.launcher,77.0,34.0,127.83135027342213,8e16d706819d2e0c,39.333333333333336,1.0,3,30.0,10.0,8,36,,5,3.0,13,907.6666666666666,22,3.0,42.0,1525834702427,1525834762427
42f1293b2125e6b8ec45e34c743ec3f1,1-eb4d60e0aaed3356788e216e51d929f5,561191,com.android.launcher,77.0,33.96666666666667,3645.8491573314122,8e16d706819d2e0c,31.0,1.0,3,14.333333333333334,10.0,9,37,,5,3.0,13,906.0,22,2.0,42.0,1525834791067,1525834851067
42f1293b2125e6b8ec45e34c743ecfef,1-79660bc3bf0438b1f6cf9e1196c5b868,606482,com.android.launcher,77.0,33.83333333333333,936.8120286664481,8e16d706819d2e0c,44.666666666666664,1.0,3,13.333333333333334,10.0,10,38,,4,3.0,13,904.3333333333334,22,2.0,42.0,1525834836358,1525834896358
42f1293b2125e6b8ec45e34c743eda1c,1-2c7a031dcca05615c18948d327267dbf,95545,com.android.launcher,78.0,33.93333333333334,622.1594532462725,8e16d706819d2e0c,29.0,1.0,3,66.0,10.0,1,39,,4,3.0,7,901.0,22,2.0,42.333333333333336,1525835005125,1525835065125
42f1293b2125e6b8ec45e34c743edcca,1-00a116abf9e35246a99e902dcc4a06d4,1048912,,,,786885.2459016393,8e16d706819d2e0c,,,3,,,2,40,,3,,7,,22,,,1525835958492,1525836018492
42f1293b2125e6b8ec45e34c743ede62,1-25f5bdc1156ac7d54c773a5f508d1db6,1049267,,,,3105263.1578947366,8e16d706819d2e0c,,,3,,,3,41,,5,,7,,22,,,1525835958847,1525836018847
42f1293b2125e6b8ec45e34c743eed65,1-fac161717e8578df425e90925a451e29,63418,com.android.launcher,85.0,33.85,2047619.0476190476,8e16d706819d2e0c,22.5,1.0,3,11.5,10.0,1,42,3.4,5,3.0,2,892.5,22,4.0,42.5,1525836844149,1525836904149
42f1293b2125e6b8ec45e34c743eefc5,1-376697cb2f6a0ea58105581a8ce82f42,47586,com.google.android.youtube,71.0,36.05,599000.2173440557,8e16d706819d2e0c,27.5,1.0,3,18.5,10.0,1,43,3.0,5,3.0,4,517.0,22,3.0,49.0,1525841700551,1525841760551
42f1293b2125e6b8ec45e34c743ef147,1-497dae9b4b4f02e75ab93516bb6fe238,93471,com.google.android.youtube,71.0,36.6,60240437.158469945,8e16d706819d2e0c,31.0,1.0,3,33.0,10.0,2,44,3.0,5,3.0,4,513.0,22,2.6666666666666665,49.333333333333336,1525841746436,1525841806436
42f1293b2125e6b8ec45e34c743efabc,1-60876f57fbcb029aff3d8d96cf7e29f0,139413,com.google.android.youtube,70.66666666666667,36.96666666666667,3541278.5094763893,8e16d706819d2e0c,25.666666666666668,1.0,3,11.0,10.0,3,45,3.0,4,3.0,4,537.6666666666666,22,3.3333333333333335,50.0,1525841792378,1525841852378
42f1293b2125e6b8ec45e34c743f068b,1-6e3805c4b93c3ab5328931eae2dcdc3a,228287,com.google.android.youtube,69.5,38.425,0,8e16d706819d2e0c,24.333333333333332,1.0,3,13.333333333333334,10.0,4,46,3.0,3,3.0,4,567.0,22,3.5,53.0,1525841881252,1525841941252
42f1293b2125e6b8ec45e34c743f0e20,1-6557c7df83acd3061af0e17f0222918f,273435,com.google.android.youtube,68.66666666666667,37.96666666666667,0,8e16d706819d2e0c,34.0,1.0,3,12.75,10.0,5,47,3.0,4,3.0,4,540.0,22,3.6666666666666665,50.666666666666664,1525841926400,1525841986400
42f1293b2125e6b8ec45e34c743f1227,1-4e06faafccf1b118c241452c6fe746bf,314970,com.google.android.youtube,67.33333333333333,39.1,0,8e16d706819d2e0c,27.0,1.0,3,11.666666666666666,10.0,6,48,3.0,5,3.0,4,544.6666666666666,22,3.3333333333333335,55.666666666666664,1525841967935,1525842027935
42f1293b2125e6b8ec45e34c743f1cf4,1-1f59ad83ce6d319d6bf7eeb136e4f033,360421,com.google.android.youtube,67.0,39.525,0,8e16d706819d2e0c,40.333333333333336,1.0,3,12.166666666666666,10.0,7,49,3.0,5,3.0,4,532.0,22,3.6666666666666665,56.75,1525842013386,1525842073386
42f1293b2125e6b8ec45e34c743f2708,1-74ba7806a7da169b778a7477aac9c78c,406294,com.google.android.youtube,66.0,39.53333333333333,0,8e16d706819d2e0c,45.666666666666664,1.0,3,11.333333333333334,10.0,8,50,3.0,4,3.0,4,515.0,22,4.0,55.333333333333336,1525842059259,1525842119259
42f1293b2125e6b8ec45e34c743f2bcd,1-81f57d46b5bb2b2e00fb0786595088b9,489125,com.google.android.youtube,64.0,38.65,0,8e16d706819d2e0c,56.333333333333336,1.0,3,18.666666666666668,10.0,9,51,3.0,3,3.0,4,570.5,22,3.0,49.5,1525842142090,1525842202090
42f1293b2125e6b8ec45e34c743f2e0c,1-1e5ac3d7f9fb57802ac6fc12613ccc94,490006,com.google.android.youtube,64.0,38.65,0,8e16d706819d2e0c,56.333333333333336,1.0,3,18.666666666666668,10.0,10,52,3.0,4,3.0,4,570.5,22,3.0,49.5,1525842142971,1525842202971
42f1293b2125e6b8ec45e34c743f3547,1-5913e9df3cf55b432ddd73386b2bf97c,12503,,,,470588.23529411765,8e16d706819d2e0c,,,3,,,1,53,4.0,3,,1,,22,,,1525915180363,1525915240363
