@relation 'data_filled_r-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,13'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.android.chrome,org.pol.jmgo.qoesurveyor,com.google.android.youtube,com.internet.speed.meter.lite,com.whatsapp,com.sec.android.app.launcher,com.samsung.android.email.provider,com.adobe.reader,com.android.settings,com.google.android.googlequicksearchbox,com.supercell.clashofclans,com.twitter.android,com.android.systemui,org.mozilla.firefox,com.google.android.apps.docs}
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute mos {1,2,3,4,5}

@data
123882,63,33.6,0,550.333333,1,8,83.666667,17,1,1,4,3.266667,1,729.5,24,4,33.5,org.pol.jmgo.qoesurveyor,ffdd93d674719bbc,3
8226,59.666667,20.333333,0,135,2,6,77.333333,9,1,3,3,4,1,451.333333,24,3,39.333333,?,11d70c1436d1ce27,5
244445,74.666667,29.525,0,152,2,6,48.25,9,2,1,5,4,1,189.666667,22,2,35,org.pol.jmgo.qoesurveyor,4261a8320ddd09d0,5
26144,69,28.133333,0,232.5,2.333333,8,107.5,17,2,1,3.357143,3.355556,1,1561,26,2,32.7,org.pol.jmgo.qoesurveyor,2e9b9b3b97476bf5,3
58199,74.666667,33.6,0.00001,83,2,8,50.666667,8,1,5,4,4,1,849,23,2,38.441,com.google.android.youtube,1d966fc8f0e98430,5
40869,46,32.2,0,86,2,2,29,9,3,2,3,4,1,273.5,22,4,32.2,org.pol.jmgo.qoesurveyor,9f174fc0bd3480a6,5
319689,99.333333,24.6,0,283,1,7,41.666667,8,1,49,4,3.475,1,579.666667,24,2,38,?,d88a327ce250630,5
563404,87,28.55,0.000012,58.75,2,6,48.25,8,10,25,5,4,1,321.25,24,2,42,com.android.chrome,9c19bb5d04be923e,3
51722,16,31.2,0,368.666667,3,7,15.333333,9,1,22,5,3.4,1,729.5,22,4,55,?,790c227141314780,5
541837,93.666667,29,0,86,1,6,87,17,9,8,3,3.4,1,207.666667,23,4,28.854,com.google.android.youtube,bbe3002f6e378eed,4
336095,83,33.3,0,39,2,8,14.5,9,6,5,4,4,1,1207.333333,26,4,29.958,com.google.android.youtube,e64bbee157aededc,4
57626,24,27.15,0.000004,200,2.4,7,41.666667,9,1,0,3.5,3.488889,1,673.25,21,2,57,?,4192432e1cf42d52,5
463425,91.666667,20.333333,0.000115,74.666667,2,7,47,8,7,17,5,4,1,765,24,3,28,com.google.android.youtube,6e85b338913ae764,5
122038,6,28.3,0.000012,100.25,2,5,51,9,1,0,3.5,4,1,261.333333,23,2,43.466667,?,d554e3b29fe24a3b,5
118030,19.666667,33.166667,0.000053,153.5,2,6,30.5,9,1,0,5,4,1,460.666667,24,3,57,com.google.android.youtube,c35c6393398f7068,5
575855,69,33.3,0,88.666667,2.333333,8,41.666667,9,11,10,3,3.4,1,1077.5,26,3,35.1,?,4c3dfa2cea50e9bb,4
619487,19,24.633333,0,152,1,6,105.333333,10,11,10,3,3.5,1,451.333333,24,4,44,?,332d672c51091609,4
167204,55,31.233333,0,90.666667,2,6,31,9.333333,3,7,4,4,1,489,24,2.666667,39.666667,com.google.android.youtube,61d848e7503b5852,4
61617,22,27.366667,0.000071,153,2,5,147,9,1,0,3.5,3.371429,1,177,21,2.333333,48,com.adobe.reader,867fe59be043d779,5
60145,57,31.7,0.000003,97.666667,2,8,14.666667,9,1,0,3.666667,4,1,358.333333,24,4,31.083333,?,a1f8f29e35209a42,5
12719,83,31,0,144.333333,2,6,58.666667,9,1,11,5,4,1,188.666667,23,3,30.5,?,4504da30b01769b7,4
177559,74.666667,29,0,135,2,6,55.5,8,2,1,3,4,1,579.666667,24,3,38,?,7e4cfd066dafa944,5
398290,100,34.025,0,101,2,7,41.75,9,6,5,4,4,1,673.25,24,4,34.025,com.whatsapp,9de8b4b98c575ea5,3
60440,59.666667,38.766667,0.000021,292.666667,2,6,221.666667,8,1,0,4.5,3.352941,1,429.666667,22,4,56.333333,com.android.settings,5a92d851bc704d,5
307710,63,29.525,0.000014,45.666667,1,7,70.666667,17,9,8,4,4,1,613,25,2,0.497667,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,2
62147,59,31.7,0,91.5,1,7,58.666667,9,2,1,4,4,1,673.25,24,3,31.083333,?,65e49509039eb913,3
126260,83,31,0.000006,14.5,1,9,11,9,5,4,4,4,1,2930,26,3,29.958,?,247e4508ec4521f9,5
84609,29.5,26.45,0.000004,13,1,9,6.5,10,1,0,3,4,1,3623,27,4,26.45,org.pol.jmgo.qoesurveyor,6c3fa7f635a073f5,3
300913,83,24.6,0,88.333333,1,5,77.333333,17,3,12,5,4,1,458.333333,23,2,35.166667,com.google.android.googlequicksearchbox,7caeb732fb3ad6af,4
6939806,75.666667,39.433333,0.000048,134.6,1.2,4,91,17,5,47,4,3.4,1,836.666667,24,3,60.333333,com.android.chrome,344404a75543aaf0,3
912038,59,33.3,0.000014,16.5,1,9,14.5,10,18,17,4,4,1,2963,27,3,33.3,com.supercell.clashofclans,0264ea70c8976793,5
138867,83,30.766667,0,91.5,2,9,22.5,9,3,2,4,4,1,2144,26,4,41.666667,com.twitter.android,3c66f51dbc94d163,2
414589,6,20.333333,0,136.333333,2,4,78.333333,8,1,0,2.5,3.5,1,711.666667,23,2,56.333333,?,dcceb1b848daf324,3
508187,19,33.6,0.000001,113.5,2,3,49.5,8,8,7,5,4,1,711.666667,24,4,46.333333,com.android.systemui,6f2a6c95c065c7a3,1
103871,49,27.15,0.000003,56.5,2,6,37.5,9,2,14,3,4,1,342.5,24,4,41,com.google.android.youtube,f25d48f8931ef23f,1
481764,36,36.25,0,176.75,2,8,34.5,9,7,38,5,4,1,578,26,3,0.4615,org.mozilla.firefox,c43e0a23ab297d87,2
63864,76,27.7,0.000176,136,2,7,54,9,1,0,5,4,1,840,23,2.333333,52,com.google.android.apps.docs,bd016d8f3093b6a4,5
60685,89,31.7,0,14.5,1,9,11,10,4,14,3,4,1,2930,27,3,31.7,com.android.settings,867287031950897,4
340662,93.666667,29.525,0.000001,43.75,1,8,70.5,17,2,21,3,4,1,1199.25,26,2,34.55,com.whatsapp,a32d3af596578938,5
337131,25,29.525,0.000001,136.333333,2,5,48.25,9,6,11,3,4,1,429.75,23,2.333333,43.8,?,81410329db99223d,5
130806,53,8.2,0.000002,200,2,4,46.666667,9,1,0,4,3.4,1,280,23,3,67.333333,?,2f41118c2aee66ae,4
124186,83,26.45,0.000646,91.5,2,8,32.5,9,1,0,5,4,1,990,24,2.333333,36.9325,?,a208a7c4a26d8df7,2
11381,100,24.6,0,136,2,9,37.5,9,6,5,3,4,1,1077.5,27,2,35.275,?,d71847dfd6b46fcd,2
