@relation 'data_filled_r-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,13'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,org.pol.jmgo.qoesurveyor,com.internet.speed.meter.lite,com.netflix.mediaclient,com.sec.android.app.launcher,com.android.vpndialogs,com.juvomobileinc.tigoshop.py,com.google.android.youtube,com.lge.launcher2,com.huawei.android.launcher,com.samsung.android.spay,com.adobe.reader,com.android.vending,com.android.settings,android,com.google.android.apps.docs,com.android.launcher3}
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute mos numeric

@data
62587,99.333333,28.933333,0,232.5,1,3,226.5,17,1,0,3,3.355556,1,230,22,3,44,com.sec.android.app.launcher,751666ecdd98bfd3,1
172278,59,31.975,0,139.5,2,7,44.75,9,1,0,4.5,4,2,311.25,24,3,42.5,com.android.vpndialogs,c4a9b97bec0deec7,5
86051,97,26.833333,0.000001,217,2,6,95.666667,8,1,0,3.166667,4,3,495.333333,24,2,44.666667,com.juvomobileinc.tigoshop.py,11d70c1436d1ce27,5
217179,21,32.2,0,368.666667,1,6,226.5,10,1,0,5,4,1,164.25,22,4,35,org.pol.jmgo.qoesurveyor,4261a8320ddd09d0,5
25892,80,20.7,0,75,2,8,70.333333,8,1,0,3.357143,4,1,1561,26,4,32.7,org.pol.jmgo.qoesurveyor,2e9b9b3b97476bf5,3
87438,24,40.133333,0.00009,84.333333,2,8,53.333333,8,1,6,4,4,3,810,23,2,40.848667,com.google.android.youtube,1d966fc8f0e98430,5
33514,46,32.2,0,75,2,2,14.666667,9,1,0,5,4,1,274,22,2,32.2,org.pol.jmgo.qoesurveyor,9f174fc0bd3480a6,5
60000,28.333333,33.166667,0,143.666667,1,7,144.5,9,1,66,4,3.352941,3,990,24,2,63,?,d88a327ce250630,5
145956,49,31.7,0,136,1,6,24.5,10,1,6,4,3.5,2,412.666667,24,3,42.5,?,9c19bb5d04be923e,5
51722,76,27.5,0,52.333333,2,7,19,9,1,22,5,4,1,870,22,3,31.083333,?,790c227141314780,5
103493,98,27,0.000001,506.666667,1,6,209.666667,17,1,0,3,3,1,235,23,4,27.2915,com.lge.launcher2,bbe3002f6e378eed,2
60409,16,31.6,0.000015,36.333333,2,8,21,9,1,0,5,4,1,1149.333333,26,4,33.007333,com.huawei.android.launcher,e64bbee157aededc,3
57626,57,32.2,0.000004,32.5,2,7,44.75,9,1,0,5,3.488889,1,538,21,3,39.433333,?,4192432e1cf42d52,5
64955,42,24.6,0.000001,83.666667,2,7,91.666667,8,1,0,3,4,3,563.666667,24,3,33,com.samsung.android.spay,6e85b338913ae764,5
70470,6,28.566667,0.000033,121,2,5,41.666667,9,1,2,3.5,4,2,265.333333,23,4,49,?,d554e3b29fe24a3b,2
118030,19.666667,33.166667,0.000053,153.5,2,6,30.5,9,1,0,5,4,1,460.666667,24,3,57,com.google.android.youtube,c35c6393398f7068,5
47080,98,24.6,0.000177,17,1,8,11,10,1,13,3,3.355556,4,1312.666667,26,2,27.233333,?,4c3dfa2cea50e9bb,1
62986,21,20.7,0.000001,115,1,6,19,10,1,0,3,3.5,1,412.666667,24,4,33,?,332d672c51091609,5
57039,54,31.6,0.000002,69,2,6,29.5,9,1,14,3.666667,4,3,490.666667,24,2,39,com.google.android.youtube,61d848e7503b5852,4
61617,22,27.366667,0.000071,153,2,5,147,9,1,0,3,3.371429,1,177,21,4,48,com.adobe.reader,867fe59be043d779,5
60145,57,31.7,0.000003,97.666667,2,8,14.666667,9,1,0,3.666667,4,1,358.333333,24,4,31.083333,?,a1f8f29e35209a42,5
14822,82,27,0,32.5,2,6,24.5,9,1,0,5,3.488889,2,187,23,3,27,?,4504da30b01769b7,5
113620,75,28.4,0.000001,118.666667,2,6,58,8,1,0,3,4,1,534,24,3,41.666667,?,7e4cfd066dafa944,5
97539,100,32.766667,0,125.333333,2,7,44,9,1,0,4,4,1,764.333333,24,4,32.766667,com.android.vending,9de8b4b98c575ea5,5
60440,59.666667,38.766667,0.000021,292.666667,2,6,221.666667,8,1,0,4.5,3.352941,1,429.666667,22,4,56.333333,com.android.settings,5a92d851bc704d,5
64828,98,31.975,0.000021,74.5,1,7,70,17,1,0,4,4,1,624.333333,25,2,0.478333,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,3
60000,83,26.833333,0,97.666667,2,7,58.333333,8,1,0,4,4,1,1611,24,3,31.083333,?,65e49509039eb913,2
29667,80,30.144,0.000001,40,1,9,66,17,1,17,4,4,6,1140.76,26,2,30.144,org.pol.jmgo.qoesurveyor,247e4508ec4521f9,4
60000,82,27.7,0,74.5,1,9,37.5,17,1,1,3.166667,4,2,1561,27,3,34.4,?,6c3fa7f635a073f5,3
59327,28.333333,31.1,0.000045,143.666667,1,5,97.333333,17,1,18,5,4,3,427.666667,23,2,44.466667,com.sec.android.app.launcher,7caeb732fb3ad6af,5
28633791,89.333333,40.133333,0.000004,83.333333,1,8,102.666667,17,1,32,5,3.4,6,870,24,3,63,org.pol.jmgo.qoesurveyor,344404a75543aaf0,4
60598,59,32.4,0.000002,74.5,2,9,53.333333,9,1,0,4,4,1,3182,27,3,32.4,com.google.android.youtube,0264ea70c8976793,3
60000,83,30.233333,0,74.5,2,9,37.5,9,1,0,4,4,1,2103,26,4,39.166667,com.android.vpndialogs,3c66f51dbc94d163,3
414589,97,28.566667,0,153.5,1,4,91.666667,17,1,0,2.5,4,1,274,23,4,41.666667,?,dcceb1b848daf324,3
73666,6,32.766667,0,103.333333,2,3,52.333333,8,1,0,5,4,1,750,24,4,37.333333,com.android.vending,6f2a6c95c065c7a3,2
50582,76,23.65,0.000041,32.5,1,6,24.5,10,1,15,3,4,3,316,24,2,31,android,f25d48f8931ef23f,3
63864,76,27.7,0.000176,136,2,7,54,9,1,0,3,4,1,840,23,4,52,com.google.android.apps.docs,bd016d8f3093b6a4,5
33733,69,28.7,0,75,2,9,41,9,1,0,3,4,3,3073,27,4,28.7,com.google.android.youtube,867287031950897,3
57983,69,23.65,0.000001,52.333333,1,8,70.333333,17,1,20,3,4,1,1244,26,3,34.4,com.android.launcher3,a32d3af596578938,3
61586,26.333333,27.7,0.00002,75.333333,2,5,58.333333,17,1,6,3,4,1,440.333333,23,3,39.433333,?,81410329db99223d,5
60000,24,28.566667,0,91.5,2,4,56,9,1,1,3,4,2,460.666667,23,4,36.9325,?,2f41118c2aee66ae,5
124186,49,31.975,0.000646,91.5,2,8,32.5,9,1,0,4,4,1,990,24,3,36.9325,?,a208a7c4a26d8df7,2
8926,6,31.6,0,69,2,9,45,9,1,0,5,4,1,1244,27,3,33.007333,?,d71847dfd6b46fcd,3
