"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
414589,97,28.5666666666667,0,153.5,1,4,91.6666666666667,17,1,0,2.5,3,4,1,274,23,4,41.6666666666667,"31c54b0060fa1a0c1f7ccff361767e2f","1-c4ae79ead82a53e35ef90246b6024a82","","dcceb1b848daf324",1525359490465,1525359550465
73666,6,32.7666666666667,1.04310261495642e-07,103.333333333333,2,3,52.3333333333333,8,1,0,5,2,4,1,750,24,4,37.3333333333333,"31c54b0060fa1a0c1f7ccff361768576","1-85bf86d60797c1c21401a94851b870b9","com.android.vending","6f2a6c95c065c7a3",1527617718346,1527617778346
50582,76,23.65,4.07655685738571e-05,32.5,1,6,24.5,10,1,15,3,3,4,3,316,24,2,31,"31c54b0060fa1a0c1f7ccff3617752e4","1-1d3b5e8e83919e98ff2522a7a2db3556","android","f25d48f8931ef23f",1526426087577,1526426147577
63864,76,27.7,0.00017602688221863,136,2,7,54,9,1,0,3,5,4,1,840,23,4,52,"31c54b0060fa1a0c1f7ccff36178f505","1-a47c580a6b5e70f93af9c6608a0e6f72","com.google.android.apps.docs","bd016d8f3093b6a4",1528254275774,1528254335774
33733,69,28.7,0,75,2,9,41,9,1,0,3,3,4,3,3073,27,4,28.7,"31c54b0060fa1a0c1f7ccff361794963","1-bbf816fc2ea0ddcf3b4eab399a1645d7","com.google.android.youtube","867287031950897",1522811177167,1522811237167
57983,69,23.65,1.42372027132881e-06,52.3333333333333,1,8,70.3333333333333,17,1,20,3,3,4,1,1244,26,3,34.4,"31c54b0060fa1a0c1f7ccff3617a5c2f","1-d06272fe038a24bf005ddc050d2396ab","com.android.launcher3","a32d3af596578938",1530149507930,1530149567930
61586,26.3333333333333,27.7,2.03044375927068e-05,75.3333333333333,2,5,58.3333333333333,17,1,6,3,5,4,1,440.333333333333,23,3,39.4333333333333,"31c54b0060fa1a0c1f7ccff3617aaed3","1-f516a1493253b32f1d9ead626d12409f","","81410329db99223d",1529238918599,1529238978599
60000,24,28.5666666666667,0,91.5,2,4,56,9,1,1,3,5,4,2,460.666666666667,23,4,36.9325,"31c54b0060fa1a0c1f7ccff3617aedd7","1-b5f1b8198ae0b2e869e842a68e9c90c8","","2f41118c2aee66ae",1527618843358,1527618903358
124186,49,31.975,0.000646009433176114,91.5,2,8,32.5,9,1,0,4,2,4,1,990,24,3,36.9325,"31c54b0060fa1a0c1f7ccff3617b0383","1-26859b0b151f771f655a09b28beb045a","","a208a7c4a26d8df7",1528256379545,1528256439545
8926,6,31.6,3.7747370877152e-07,69,2,9,45,9,1,0,5,3,4,1,1244,27,3,33.0073333333333,"31c54b0060fa1a0c1f7ccff3617b10d2","1-6502469124bce7f923d039e05686b747","","d71847dfd6b46fcd",1525134096657,1525134156657
