"alejado","battery_l","battery_t","bw","df_delay","df_saltos","ds","dv_delay","dv_saltos","indice_en_prueba","indice_intervalo","mood","mos","ns","prueba_nro","ram","sdk","st","t_cpu","X_id","X_rev","app_foreground","devid","ts_from","ts_to"
177559,74.6666666666667,29,2.64643589273512e-07,135,2,6,55.5,8,2,1,3,5,4,1,579.666666666667,24,3,38,"31c54b0060fa1a0c1f7ccff3616f31cb","1-c6f96cc89129a0f66fb6ec3d01ed70fb","","7e4cfd066dafa944",1528483612622,1528483672622
244926,100,32.0666666666667,1.29218646355894e-06,118.5,2,7,54.5,8,3,10,4,4,4,3,622.333333333333,24,4,32.0666666666667,"31c54b0060fa1a0c1f7ccff3616f9051","1-5cc656da731d05db9e5ed1cf2d521729","com.facebook.katana","9de8b4b98c575ea5",1527694953588,1527695013588
60000,79,26.6666666666667,0,434,2,6,55.5,8,1,7,4,5,4,2,852,22,4,30.125,"31c54b0060fa1a0c1f7ccff3617036ce","1-0df653ab6eeb799911e8ca321856533a","","5a92d851bc704d",1527645150730,1527645210730
307710,66,31.676,1.36220369660506e-05,45.6666666666667,1,7,70.6666666666667,17,9,8,4,2,4,1,613,25,2,0.497666666666667,"31c54b0060fa1a0c1f7ccff36170afc8","1-3d09556ff74325b0c5e3aa7f796bc5bb","org.pol.jmgo.qoesurveyor","a6fb86ca165ca918",1527621297749,1527621357749
663889,99.3333333333333,26.9333333333333,4.32000799986667e-07,2964.5,2,7,1295.5,9,5,4,4,2,4,1,538,24,3.33333333333333,42.5,"31c54b0060fa1a0c1f7ccff3617114fd","1-1f50376e39db68f9a155ec8d145ce37f","","65e49509039eb913",1527619089617,1527619149617
147844,79,31.676,1.22317161380644e-06,49.1666666666667,1,9,72.6779661016949,17,3,21,4,4,4,3,1110.6,26,2,31.676,"31c54b0060fa1a0c1f7ccff36171c88d","1-825a4c22765fd83b294102b5668e52f0","net.oneplus.launcher","247e4508ec4521f9",1527473506695,1527473566695
60000,59,28.7,0,22,2,9,12,10,1,1,3.16666666666667,3,4,2,1249.75,27,2,31.676,"31c54b0060fa1a0c1f7ccff36171d771","1-c061db13cd8e5918e84c7dce47043f26","","6c3fa7f635a073f5",1525397793046,1525397853046
112684,28,31.6666666666667,3.53442189296845e-05,85.6666666666667,1,5,69,17,2,19,5,5,4,3,383.666666666667,23,4,45.4333333333333,"31c54b0060fa1a0c1f7ccff361727b2e","1-01da2e47d5fee33c2329195d04e88f20","com.sec.android.app.launcher","7caeb732fb3ad6af",1529721290177,1529721350177
345034,38.3333333333333,41.1666666666667,1.83447022549624e-05,122.25,1,8,86.75,17,6,5,4,5,3.4,2,773.333333333333,24,3,62,"31c54b0060fa1a0c1f7ccff36172e4c7","1-bacf09b420e25dc4e8e167915d664e9c","com.android.phone","344404a75543aaf0",1527691268760,1527691328760
165089,65,30.45,0,12,1,9,12,10,1,35,4,5,4,2,3846,27,3,30.45,"31c54b0060fa1a0c1f7ccff361763408","1-c2595a55afdca1300309cdf2c44e3e67","com.android.chrome","0264ea70c8976793",1525301335420,1525301395420
624295,100,31.55,0,67.75,2,9,31,9,6,5,4,2,4,1,1561,26,3,30.99675,"31c54b0060fa1a0c1f7ccff361767873","1-d884a8413471eaf9feeabbd8e31b5027","","3c66f51dbc94d163",1526659674146,1526659734146
414589,46,29,0,139.5,2,4,78.6666666666667,9.5,1,0,2.5,3,3.4,1,230,23,4,38,"31c54b0060fa1a0c1f7ccff361767e2f","1-c4ae79ead82a53e35ef90246b6024a82","","dcceb1b848daf324",1525359490465,1525359550465
450898,23,31.55,1.04576657055716e-06,75.6666666666667,2,3,47,8,7,6,5,1,4,1,666.666666666667,24,4,45.3333333333333,"31c54b0060fa1a0c1f7ccff36176b7d7","1-73ddfb676a5124874f62bd42b85b7c38","com.google.android.youtube","6f2a6c95c065c7a3",1527618095578,1527618155578
12237,38.3333333333333,29,4.57672372127131e-07,110.333333333333,1,6,54.5,8,2,17,4,2,4,2,622.333333333333,24,3,47.92,"31c54b0060fa1a0c1f7ccff36177648f","1-3cdb64eb2f69df838634dbd18a4012f4","","f25d48f8931ef23f",1526598163760,1526598223760
263155,49,37.1333333333333,2.01332644455926e-07,132.5,2,8,1295.5,9.5,4,17,4,3,4,3,713.666666666667,26,3,0.413666666666667,"31c54b0060fa1a0c1f7ccff3617821a6","1-b9bdbc8f66f727f8d10dbff350e8766b","py.com.itau.tokpag","c43e0a23ab297d87",1528334360535,1528334420535
515959,77,33.7,0,119.666666666667,2,7,53.6666666666667,9,9,8,4,5,4,1,762.5,23,4,62,"31c54b0060fa1a0c1f7ccff3617936e8","1-8293b2533f0d65763ece96467e3cff68","com.facebook.lite","bd016d8f3093b6a4",1528254727869,1528254787869
33733,69,28.7,0,75,2,9,41,9,1,0,3.16666666666667,3,4,3,3073,27,3,28.7,"31c54b0060fa1a0c1f7ccff361794963","1-bbf816fc2ea0ddcf3b4eab399a1645d7","com.google.android.youtube","867287031950897",1522811177167,1522811237167
555519,69,30.45,0,18.5,1,8,70.6666666666667,10,2,18,4,5,4,3,1249.75,26,3,32.7,"31c54b0060fa1a0c1f7ccff3617a4ce5","1-6f27fd1584767c757c0b2885675808c9","","a32d3af596578938",1530149411558,1530149471558
286035,25.3333333333333,29.2333333333333,0.000100211081815303,99,2,5,62,17,5,10,3,5,4,1,426.333333333333,23,4,44.9333333333333,"31c54b0060fa1a0c1f7ccff3617ad22b","1-62c171b988ea34ae4d4f3230b28423c8","","81410329db99223d",1529239143048,1529239203048
63950,74.6666666666667,28.7,0,232.5,1,4,30.5,9,2,2,3,5,4,2,219,23,3,44,"31c54b0060fa1a0c1f7ccff3617afb6e","1-eb5c5b4798c2d374adeb458f86f03562","","2f41118c2aee66ae",1527618847308,1527618907308
124186,99.3333333333333,31.2,0.000646009433176114,91.5,2,8,32.5,9,1,0,3.66666666666667,2,4,1,990,24,3,36.9325,"31c54b0060fa1a0c1f7ccff3617b0383","1-26859b0b151f771f655a09b28beb045a","","a208a7c4a26d8df7",1528256379545,1528256439545
11381,49,28.7,4.4169663838936e-07,67.75,1,9,41.6666666666667,9,6,5,4.83333333333333,2,4,1,3846,27,3.33333333333333,0.3225,"31c54b0060fa1a0c1f7ccff3617b34d7","1-20a94c519358b36bc24aa52b687c93ce","","d71847dfd6b46fcd",1525134099112,1525134159112
