@relation 'data_filled_r-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,13'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.launcher,com.internet.speed.meter.lite,com.whatsapp,com.google.android.youtube,com.sec.android.app.launcher,com.android.vpndialogs,com.google.android.apps.docs,com.adobe.reader,com.facebook.katana,net.oneplus.launcher,com.android.phone,py.com.itau.tokpag,com.facebook.lite}
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute mos {1,2,3,4,5}

@data
8226,66,28.7,0,121,2,6,41.666667,9,1,3,2.5,4,1,300,24,4,38.333333,?,11d70c1436d1ce27,5
217179,46,29.866667,0,85.666667,1,6,85.5,10,1,0,5,4,1,164.25,22,3,35,org.pol.jmgo.qoesurveyor,4261a8320ddd09d0,5
25892,69,29.233333,0,12,2,8,20.5,10,1,0,3.357143,3,1,1561,26,2,32.7,org.pol.jmgo.qoesurveyor,2e9b9b3b97476bf5,3
170583,83,31.55,0.000095,67.75,2,8,47.75,8,3,2,4,4,2,852,23,4,40.927333,org.pol.jmgo.qoesurveyor,1d966fc8f0e98430,3
33514,46,32.2,0,35,2,2,12,10,1,0,5,4,1,274,22,3,32.2,org.pol.jmgo.qoesurveyor,9f174fc0bd3480a6,5
53043,66,34.8,0.000001,14,1,7,6,10,1,4,3,4,13,1303,24,2,34.7,org.pol.jmgo.qoesurveyor,d88a327ce250630,5
222874,84,26.666667,0,76.5,3,6,130.5,17,4,30,3,2.5,7,400.333333,24,4,33,com.android.chrome,9c19bb5d04be923e,1
69418,47,31.2,0,12,1,7,12,10,2,15,4,4,3,538,22,2,38.333333,?,790c227141314780,4
566996,93.333333,29,0,79,1,6,85.5,17,10,9,3,3.4,1,219,23,4,28.875,com.google.android.youtube,bbe3002f6e378eed,4
585134,57,28.6,0,43.75,2,8,16.25,9,11,10,3,4,1,1149.5,26,4,30.99675,com.google.android.apps.docs,e64bbee157aededc,4
57626,38.333333,23.696,0.000004,434,2,7,147,9,1,0,4,3.488889,1,311.25,21,4,48,?,4192432e1cf42d52,5
572474,41,26.933333,0,76.5,2,7,60.5,8,8,10,4.833333,4,2,856,24,3,33,com.whatsapp,6e85b338913ae764,5
72437,6,28.6,0.00003,121,2,5,41.666667,9,5,6,3.5,4,2,268.25,23,4,48.55,?,d554e3b29fe24a3b,5
118030,19.666667,33.166667,0.000053,153.5,2,6,30.5,9,1,0,5,4,1,460.666667,24,3,57,com.google.android.youtube,c35c6393398f7068,5
200656,46,31.676,0.000009,18.5,1,8,12,10,7,19,4,4,4,1249.75,26,2,28.975,?,4c3dfa2cea50e9bb,2
505410,20,23.696,0,110,1,6,130.5,10,9,8,3,3.5,1,430.76,24,4,47.92,?,332d672c51091609,5
615505,53,30.9,0.000016,66.5,2,6,20.5,9,11,24,3.6,4,3,437,24,3,38.333333,com.google.android.youtube,61d848e7503b5852,2
61617,22,27.366667,0.000071,153,2,5,147,9,1,0,4.833333,3.371429,1,177,21,4,48,com.adobe.reader,867fe59be043d779,5
60145,57,31.7,0.000003,97.666667,2,8,14.666667,9,1,0,3.666667,4,1,358.333333,24,4,31.083333,?,a1f8f29e35209a42,5
536245,83,30.25,0,123,2,6,28,9,11,10,5,4,2,196,23,4,30,?,4504da30b01769b7,3
177559,74.666667,29,0,135,2,6,55.5,8,2,1,3,4,1,579.666667,24,3,38,?,7e4cfd066dafa944,5
244926,100,32.066667,0.000001,118.5,2,7,54.5,8,3,10,4,4,3,622.333333,24,4,32.066667,com.facebook.katana,9de8b4b98c575ea5,4
60000,79,26.666667,0,434,2,6,55.5,8,1,7,4,4,2,852,22,4,30.125,?,5a92d851bc704d,5
307710,66,31.676,0.000014,45.666667,1,7,70.666667,17,9,8,4,4,1,613,25,2,0.497667,org.pol.jmgo.qoesurveyor,a6fb86ca165ca918,2
663889,99.333333,26.933333,0,2964.5,2,7,1295.5,9,5,4,4,4,1,538,24,3.333333,42.5,?,65e49509039eb913,2
147844,79,31.676,0.000001,49.166667,1,9,72.677966,17,3,21,4,4,3,1110.6,26,2,31.676,net.oneplus.launcher,247e4508ec4521f9,4
60000,59,28.7,0,22,2,9,12,10,1,1,3.166667,4,2,1249.75,27,2,31.676,?,6c3fa7f635a073f5,3
112684,28,31.666667,0.000035,85.666667,1,5,69,17,2,19,5,4,3,383.666667,23,4,45.433333,com.sec.android.app.launcher,7caeb732fb3ad6af,5
345034,38.333333,41.166667,0.000018,122.25,1,8,86.75,17,6,5,4,3.4,2,773.333333,24,3,62,com.android.phone,344404a75543aaf0,5
165089,65,30.45,0,12,1,9,12,10,1,35,4,4,2,3846,27,3,30.45,com.android.chrome,0264ea70c8976793,5
624295,100,31.55,0,67.75,2,9,31,9,6,5,4,4,1,1561,26,3,30.99675,?,3c66f51dbc94d163,2
414589,46,29,0,139.5,2,4,78.666667,9.5,1,0,2.5,3.4,1,230,23,4,38,?,dcceb1b848daf324,3
450898,23,31.55,0.000001,75.666667,2,3,47,8,7,6,5,4,1,666.666667,24,4,45.333333,com.google.android.youtube,6f2a6c95c065c7a3,1
12237,38.333333,29,0,110.333333,1,6,54.5,8,2,17,4,4,2,622.333333,24,3,47.92,?,f25d48f8931ef23f,2
263155,49,37.133333,0,132.5,2,8,1295.5,9.5,4,17,4,4,3,713.666667,26,3,0.413667,py.com.itau.tokpag,c43e0a23ab297d87,3
515959,77,33.7,0,119.666667,2,7,53.666667,9,9,8,4,4,1,762.5,23,4,62,com.facebook.lite,bd016d8f3093b6a4,5
33733,69,28.7,0,75,2,9,41,9,1,0,3.166667,4,3,3073,27,3,28.7,com.google.android.youtube,867287031950897,3
555519,69,30.45,0,18.5,1,8,70.666667,10,2,18,4,4,3,1249.75,26,3,32.7,?,a32d3af596578938,5
286035,25.333333,29.233333,0.0001,99,2,5,62,17,5,10,3,4,1,426.333333,23,4,44.933333,?,81410329db99223d,5
63950,74.666667,28.7,0,232.5,1,4,30.5,9,2,2,3,4,2,219,23,3,44,?,2f41118c2aee66ae,5
124186,99.333333,31.2,0.000646,91.5,2,8,32.5,9,1,0,3.666667,4,1,990,24,3,36.9325,?,a208a7c4a26d8df7,2
11381,49,28.7,0,67.75,1,9,41.666667,9,6,5,4.833333,4,1,3846,27,3.333333,0.3225,?,d71847dfd6b46fcd,2
